uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|26.03.2019|PRG|11:35|FAO|21:35|11:00|673|PRG|11:35|FAO|13:00|Ryanair|339||EIN|19:30|FAO|21:35|Ryanair|333||01.02.2019|Friday|Tuesday
1|03.04.2019|PRG|7:50|FAO|13:05|6:15|825|PRG|7:50|FAO|9:15|Ryanair|388||EIN|11:00|FAO|13:05|Ryanair|436||01.02.2019|Friday|Wednesday
2|02.04.2019|PRG|6:15|FAO|17:10|11:55|902|PRG|6:15|FAO|7:50|Ryanair|388||CRL|15:15|FAO|17:10|Ryanair|513|3|01.02.2019|Friday|Tuesday
3|12.03.2019|PRG|11:35|FAO|21:35|11:00|1052|PRG|11:35|FAO|13:00|Ryanair|339||EIN|19:30|FAO|21:35|Ryanair|712||01.02.2019|Friday|Tuesday
4|19.03.2019|PRG|11:35|FAO|21:35|11:00|1052|PRG|11:35|FAO|13:00|Ryanair|339||EIN|19:30|FAO|21:35|Ryanair|712||01.02.2019|Friday|Tuesday
5|27.03.2019|PRG|7:20|FAO|22:05|15:45|1056|PRG|7:20|FAO|8:30|Ryanair|676||STN|19:10|FAO|22:05|Ryanair|380|5|01.02.2019|Friday|Wednesday
6|19.03.2019|PRG|7:20|FAO|22:05|15:45|1056|PRG|7:20|FAO|8:30|Ryanair|676|2|STN|19:10|FAO|22:05|Ryanair|380|5|01.02.2019|Friday|Tuesday
7|13.03.2019|PRG|7:20|FAO|22:05|15:45|1056|PRG|7:20|FAO|8:30|Ryanair|676||STN|19:10|FAO|22:05|Ryanair|380|4|01.02.2019|Friday|Wednesday
8|03.04.2019|PRG|8:55|FAO|15:50|7:55|1060|PRG|8:55|FAO|10:30|Ryanair|388||CRL|13:55|FAO|15:50|Ryanair|671|3|01.02.2019|Friday|Wednesday
9|19.02.2019|PRG|11:35|FAO|21:35|11:00|1101|PRG|11:35|FAO|13:00|Ryanair|388||EIN|19:30|FAO|21:35|Ryanair|712|1|01.02.2019|Friday|Tuesday
10|26.02.2019|PRG|11:35|FAO|21:35|11:00|1101|PRG|11:35|FAO|13:00|Ryanair|388||EIN|19:30|FAO|21:35|Ryanair|712||01.02.2019|Friday|Tuesday
11|08.05.2019|PRG|7:50|FAO|13:05|6:15|1119|PRG|7:50|FAO|9:15|Ryanair|529|5|EIN|11:00|FAO|13:05|Ryanair|590|3|01.02.2019|Friday|Wednesday
12|30.04.2019|PRG|6:15|FAO|17:10|11:55|1171|PRG|6:15|FAO|7:50|Ryanair|529|4|CRL|15:15|FAO|17:10|Ryanair|642|2|01.02.2019|Friday|Tuesday
13|18.06.2019|PRG|6:15|FAO|17:10|11:55|1171|PRG|6:15|FAO|7:50|Ryanair|529||CRL|15:15|FAO|17:10|Ryanair|642|5|01.02.2019|Friday|Tuesday
14|22.05.2019|PRG|8:55|FAO|15:50|7:55|1171|PRG|8:55|FAO|10:30|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|642||01.02.2019|Friday|Wednesday
15|03.05.2019|PRG|6:15|FAO|15:50|10:35|1171|PRG|6:15|FAO|7:50|Ryanair|529|5|CRL|13:55|FAO|15:50|Ryanair|642||01.02.2019|Friday|Friday
16|04.06.2019|PRG|6:15|FAO|17:10|11:55|1171|PRG|6:15|FAO|7:50|Ryanair|529|5|CRL|15:15|FAO|17:10|Ryanair|642||01.02.2019|Friday|Tuesday
17|14.05.2019|PRG|6:15|FAO|17:10|11:55|1171|PRG|6:15|FAO|7:50|Ryanair|529||CRL|15:15|FAO|17:10|Ryanair|642||01.02.2019|Friday|Tuesday
18|19.06.2019|PRG|8:55|FAO|15:50|7:55|1171|PRG|8:55|FAO|10:30|Ryanair|529|3|CRL|13:55|FAO|15:50|Ryanair|642||01.02.2019|Friday|Wednesday
19|15.05.2019|PRG|8:55|FAO|15:50|7:55|1171|PRG|8:55|FAO|10:30|Ryanair|529|1|CRL|13:55|FAO|15:50|Ryanair|642||01.02.2019|Friday|Wednesday
20|21.05.2019|PRG|6:15|FAO|17:10|11:55|1171|PRG|6:15|FAO|7:50|Ryanair|529||CRL|15:15|FAO|17:10|Ryanair|642||01.02.2019|Friday|Tuesday
21|09.05.2019|PRG|6:15|FAO|15:50|10:35|1171|PRG|6:15|FAO|7:50|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|642|1|01.02.2019|Friday|Thursday
22|16.05.2019|PRG|6:15|FAO|15:50|10:35|1171|PRG|6:15|FAO|7:50|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|642||01.02.2019|Friday|Thursday
23|07.05.2019|PRG|6:15|FAO|17:10|11:55|1171|PRG|6:15|FAO|7:50|Ryanair|529||CRL|15:15|FAO|17:10|Ryanair|642||01.02.2019|Friday|Tuesday
24|26.06.2019|PRG|7:50|FAO|13:05|6:15|1171|PRG|7:50|FAO|9:15|Ryanair|529||EIN|11:00|FAO|13:05|Ryanair|642||01.02.2019|Friday|Wednesday
25|03.04.2019|PRG|10:50|FAO|19:50|10:00|714|PRG|10:50|FAO|11:45|easyJet|333|8|SEN|17:05|FAO|19:50|Ryanair|380|3|01.02.2019|Friday|Wednesday
26|04.04.2019|PRG|6:15|FAO|15:50|10:35|1186|PRG|6:15|FAO|7:50|Ryanair|388||CRL|13:55|FAO|15:50|Ryanair|797||01.02.2019|Friday|Thursday
27|17.05.2019|PRG|6:15|FAO|15:50|10:35|1200|PRG|6:15|FAO|7:50|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|671||01.02.2019|Friday|Friday
28|20.05.2019|PRG|6:15|FAO|18:15|13:00|1200|PRG|6:15|FAO|7:50|Ryanair|529||CRL|16:20|FAO|18:15|Ryanair|671||01.02.2019|Friday|Monday
29|02.05.2019|PRG|6:15|FAO|15:50|10:35|1200|PRG|6:15|FAO|7:50|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|671|1|01.02.2019|Friday|Thursday
30|29.05.2019|PRG|6:35|FAO|20:55|15:20|1201|PRG|6:35|FAO|7:35|Ryanair|529||STN|18:00|FAO|20:55|Ryanair|672||01.02.2019|Friday|Wednesday
31|14.05.2019|PRG|6:35|FAO|18:55|13:20|1201|PRG|6:35|FAO|7:35|Ryanair|529|4|STN|16:00|FAO|18:55|Ryanair|672|3|01.02.2019|Friday|Tuesday
32|30.04.2019|PRG|6:35|FAO|18:55|13:20|1203|PRG|6:35|FAO|7:35|Ryanair|676||STN|16:00|FAO|18:55|Ryanair|526||01.02.2019|Friday|Tuesday
33|03.04.2019|PRG|16:10|FAO|22:30|7:20|1221|PRG|16:10|FAO|17:40|Ryanair|578||DUB|19:35|FAO|22:30|Ryanair|642||01.02.2019|Friday|Wednesday
34|15.05.2019|PRG|7:50|FAO|13:05|6:15|1242|PRG|7:50|FAO|9:15|Ryanair|529||EIN|11:00|FAO|13:05|Ryanair|712||01.02.2019|Friday|Wednesday
35|01.04.2019|PRG|6:15|FAO|18:15|13:00|1267|PRG|6:15|FAO|7:50|Ryanair|676|2|CRL|16:20|FAO|18:15|Ryanair|591|5|01.02.2019|Friday|Monday
36|03.04.2019|PRG|6:35|FAO|20:55|15:20|1296|PRG|6:35|FAO|7:35|Ryanair|388||STN|18:00|FAO|20:55|Ryanair|907||01.02.2019|Friday|Wednesday
