uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|28.02.2019|PRG|07:20|FAO|22:05|15:45|735|PRG|07:20|STN|08:30|Ryanair|439||STN|07:20|FAO|22:05|Ryanair|296||28.01.2019|Monday|čt
1|26.03.2019|PRG|11:35|FAO|21:35|11:00|775|PRG|11:35|EIN|13:00|Ryanair|389||EIN|11:35|FAO|21:35|Ryanair|386||28.01.2019|Monday|út
2|13.03.2019|PRG|07:20|FAO|22:05|15:45|833|PRG|07:20|STN|08:30|Ryanair|389||STN|07:20|FAO|22:05|Ryanair|444||28.01.2019|Monday|st
3|02.03.2019|PRG|07:20|FAO|22:05|15:45|833|PRG|07:20|STN|08:30|Ryanair|389||STN|07:20|FAO|22:05|Ryanair|444|2|28.01.2019|Monday|so
4|26.02.2019|PRG|11:35|FAO|21:35|11:00|915|PRG|11:35|EIN|13:00|Ryanair|528||EIN|11:35|FAO|21:35|Ryanair|386||28.01.2019|Monday|út
5|03.04.2019|PRG|07:50|FAO|13:05|6:15|1001|PRG|07:50|EIN|09:15|Ryanair|485||EIN|07:50|FAO|13:05|Ryanair|515||28.01.2019|Monday|st
6|03.04.2019|PRG|08:55|FAO|15:50|7:55|1078|PRG|08:55|CRL|10:30|Ryanair|485||CRL|08:55|FAO|15:50|Ryanair|592|4|28.01.2019|Monday|st
7|02.04.2019|PRG|06:15|FAO|17:10|11:55|1078|PRG|06:15|CRL|07:50|Ryanair|485||CRL|06:15|FAO|17:10|Ryanair|592||28.01.2019|Monday|út
8|26.03.2019|PRG|07:20|FAO|22:05|15:45|1120|PRG|07:20|STN|08:30|Ryanair|676||STN|07:20|FAO|22:05|Ryanair|444||28.01.2019|Monday|út
9|19.03.2019|PRG|07:20|FAO|22:05|15:45|1120|PRG|07:20|STN|08:30|Ryanair|676|5|STN|07:20|FAO|22:05|Ryanair|444||28.01.2019|Monday|út
10|15.05.2019|PRG|08:55|FAO|15:50|7:55|1172|PRG|08:55|CRL|10:30|Ryanair|528|1|CRL|08:55|FAO|15:50|Ryanair|643||28.01.2019|Monday|st
11|14.05.2019|PRG|06:15|FAO|17:10|11:55|1172|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|17:10|Ryanair|643||28.01.2019|Monday|út
12|21.05.2019|PRG|06:15|FAO|17:10|11:55|1172|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|17:10|Ryanair|643||28.01.2019|Monday|út
13|18.06.2019|PRG|06:15|FAO|17:10|11:55|1172|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|17:10|Ryanair|643|5|28.01.2019|Monday|út
14|04.06.2019|PRG|06:15|FAO|17:10|11:55|1172|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|17:10|Ryanair|643|3|28.01.2019|Monday|út
15|30.04.2019|PRG|06:15|FAO|17:10|11:55|1172|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|17:10|Ryanair|643||28.01.2019|Monday|út
16|09.05.2019|PRG|06:15|FAO|15:50|10:35|1172|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|15:50|Ryanair|643|3|28.01.2019|Monday|čt
17|20.05.2019|PRG|06:15|FAO|18:15|13:00|1172|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|18:15|Ryanair|643|4|28.01.2019|Monday|po
18|17.05.2019|PRG|06:15|FAO|15:50|10:35|1172|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|15:50|Ryanair|643|3|28.01.2019|Monday|pá
19|12.03.2019|PRG|07:20|FAO|22:05|15:45|1187|PRG|07:20|STN|08:30|Ryanair|389||STN|07:20|FAO|22:05|Ryanair|797|5|28.01.2019|Monday|út
20|27.03.2019|PRG|07:20|FAO|22:05|15:45|1187|PRG|07:20|STN|08:30|Ryanair|389|3|STN|07:20|FAO|22:05|Ryanair|797||28.01.2019|Monday|st
21|12.03.2019|PRG|11:35|FAO|21:35|11:00|1200|PRG|11:35|EIN|13:00|Ryanair|485||EIN|11:35|FAO|21:35|Ryanair|714||28.01.2019|Monday|út
22|19.03.2019|PRG|11:35|FAO|21:35|11:00|1200|PRG|11:35|EIN|13:00|Ryanair|485||EIN|11:35|FAO|21:35|Ryanair|714||28.01.2019|Monday|út
23|02.05.2019|PRG|06:15|FAO|15:50|10:35|1201|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|15:50|Ryanair|672||28.01.2019|Monday|čt
24|19.06.2019|PRG|08:55|FAO|15:50|7:55|1201|PRG|08:55|CRL|10:30|Ryanair|528||CRL|08:55|FAO|15:50|Ryanair|672||28.01.2019|Monday|st
25|16.05.2019|PRG|06:15|FAO|15:50|10:35|1201|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|15:50|Ryanair|672|4|28.01.2019|Monday|čt
26|07.05.2019|PRG|06:15|FAO|17:10|11:55|1201|PRG|06:15|CRL|07:50|Ryanair|528||CRL|06:15|FAO|17:10|Ryanair|672||28.01.2019|Monday|út
27|22.05.2019|PRG|08:55|FAO|15:50|7:55|1201|PRG|08:55|CRL|10:30|Ryanair|528||CRL|08:55|FAO|15:50|Ryanair|672||28.01.2019|Monday|st
