date_of_departure,departure_airport,time_of_departure,arrival_airport,time_of_arrival,flight_duration,flight_fare,departure_airport_flight1,time_of_departure_flight_1,arrival_airport_flight_1,time_of_arrival_flight_1,airlines_flight_1,flight_fare_flight_1,seats_for_lower_price_flight_1,departure_airport_flight_2,time_of_departure_flight_2,arrival_airport_flight_2,time_of_arrival_flight_2,airlines_flight_2,flight_fare_flight_2,seats_for_lower_price_flight_2
út 01.10.2019,PRG,12:25,FAO,21:50 Faro ,10:25 h / 1 přestup,1395 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,584 Kč,4       ,LGW,út 12:25 Praha ,FAO,21:50 Faro ,easyJet,810 Kč,6       
pá 11.10.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1454 Kč,PRG,12:25,LGW,13:40 Londýn ,easyJet,523 Kč,5       ,LGW,pá 12:25 Praha ,FAO,19:25 Faro ,easyJet,930 Kč,2       
út 24.09.2019,PRG,12:25,FAO,21:50 Faro ,10:25 h / 1 přestup,1456 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,766 Kč,5       ,LGW,út 12:25 Praha ,FAO,21:50 Faro ,easyJet,690 Kč,5       
út 10.09.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1484 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,523 Kč,6       ,LGW,út 12:25 Praha ,FAO,19:25 Faro ,easyJet,960 Kč,5       
pá 11.10.2019,PRG,12:25,FAO,21:25 Faro ,10:00 h / 1 přestup,1484 Kč,PRG,12:25,LGW,13:40 Londýn ,easyJet,523 Kč,5       ,LGW,pá 12:25 Praha ,FAO,21:25 Faro ,easyJet,960 Kč,7       
út 01.10.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1485 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,584 Kč,4       ,LGW,út 12:25 Praha ,FAO,19:25 Faro ,easyJet,900 Kč,7       
po 09.09.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1487 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,796 Kč,7       ,LGW,po 12:25 Praha ,FAO,19:25 Faro ,easyJet,690 Kč,5       
po 30.09.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1516 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,675 Kč,2       ,LGW,po 12:25 Praha ,FAO,19:25 Faro ,easyJet,840 Kč,5       
út 24.09.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1516 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,766 Kč,5       ,LGW,út 12:25 Praha ,FAO,19:25 Faro ,easyJet,750 Kč,2       
út 02.07.2019,PRG,16:35,FAO,23:30 Faro ,7:55 h / 1 přestup,1524 Kč,PRG,16:35,MAN,17:50 Manchester ,easyJet,584 Kč,6       ,MAN,út 16:35 Praha ,FAO,23:30 Faro ,Ryanair,939 Kč,       
út 08.10.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1544 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,523 Kč,8       ,LGW,út 12:25 Praha ,FAO,19:25 Faro ,easyJet,1021 Kč,1       
st 02.10.2019,PRG,12:25,FAO,21:25 Faro ,10:00 h / 1 přestup,1544 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,523 Kč,3       ,LGW,st 12:25 Praha ,FAO,21:25 Faro ,easyJet,1021 Kč,6       
po 21.10.2019,PRG,12:25,FAO,21:25 Faro ,10:00 h / 1 přestup,1546 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,735 Kč,1       ,LGW,po 12:25 Praha ,FAO,21:25 Faro ,easyJet,810 Kč,5       
út 22.10.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1546 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,735 Kč,2       ,LGW,út 12:25 Praha ,FAO,19:25 Faro ,easyJet,810 Kč,8       
út 20.08.2019,PRG,12:25,FAO,21:50 Faro ,10:25 h / 1 přestup,1547 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,796 Kč,5       ,LGW,út 12:25 Praha ,FAO,21:50 Faro ,easyJet,750 Kč,8       
st 09.10.2019,PRG,12:25,FAO,21:25 Faro ,10:00 h / 1 přestup,1575 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,554 Kč,3       ,LGW,st 12:25 Praha ,FAO,21:25 Faro ,easyJet,1021 Kč,5       
so 21.09.2019,PRG,15:10,FAO,21:45 Faro ,7:35 h / 1 přestup,1576 Kč,PRG,15:10,LGW,16:20 Londýn ,easyJet,675 Kč,4       ,LGW,so 15:10 Praha ,FAO,21:45 Faro ,easyJet,900 Kč,8       
st 04.09.2019,PRG,12:25,FAO,21:25 Faro ,10:00 h / 1 přestup,1576 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,735 Kč,1       ,LGW,st 12:25 Praha ,FAO,21:25 Faro ,easyJet,840 Kč,2       
po 09.09.2019,PRG,12:25,FAO,21:25 Faro ,10:00 h / 1 přestup,1577 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,796 Kč,7       ,LGW,po 12:25 Praha ,FAO,21:25 Faro ,easyJet,780 Kč,3       
út 20.08.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1577 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,796 Kč,5       ,LGW,út 12:25 Praha ,FAO,19:25 Faro ,easyJet,780 Kč,4       
ne 29.09.2019,PRG,12:30,FAO,21:05 Faro ,9:35 h / 1 přestup,1578 Kč,PRG,12:30,LGW,13:40 Londýn ,easyJet,887 Kč,6       ,LGW,ne 12:30 Praha ,FAO,21:05 Faro ,easyJet,690 Kč,8       
so 14.09.2019,PRG,15:10,FAO,21:45 Faro ,7:35 h / 1 přestup,1578 Kč,PRG,15:10,LGW,16:20 Londýn ,easyJet,887 Kč,6       ,LGW,so 15:10 Praha ,FAO,21:45 Faro ,easyJet,690 Kč,5       
so 28.09.2019,PRG,15:10,FAO,21:45 Faro ,7:35 h / 1 přestup,1578 Kč,PRG,15:10,LGW,16:20 Londýn ,easyJet,887 Kč,3       ,LGW,so 15:10 Praha ,FAO,21:45 Faro ,easyJet,690 Kč,4       
so 05.10.2019,PRG,15:10,FAO,22:10 Faro ,8:00 h / 1 přestup,1584 Kč,PRG,15:10,STN,16:05 Londýn ,easyJet,584 Kč,3       ,STN,so 15:10 Praha ,FAO,22:10 Faro ,Ryanair,1000 Kč,       
pá 30.08.2019,PRG,14:15,FAO,22:50 Faro ,9:35 h / 1 přestup,1589 Kč,PRG,14:15,LPL,15:25 Liverpool ,Ryanair,1018 Kč,       ,LPL,pá 14:15 Praha ,FAO,22:50 Faro ,easyJet,570 Kč,8       
pá 04.10.2019,PRG,12:25,FAO,21:25 Faro ,10:00 h / 1 přestup,1605 Kč,PRG,12:25,LGW,13:40 Londýn ,easyJet,614 Kč,3       ,LGW,pá 12:25 Praha ,FAO,21:25 Faro ,easyJet,991 Kč,3       
st 18.09.2019,PRG,12:25,FAO,21:25 Faro ,10:00 h / 1 přestup,1606 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,735 Kč,7       ,LGW,st 12:25 Praha ,FAO,21:25 Faro ,easyJet,870 Kč,1       
st 23.10.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1607 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,796 Kč,4       ,LGW,st 12:25 Praha ,FAO,19:25 Faro ,easyJet,810 Kč,5       
ne 29.09.2019,PRG,12:30,FAO,19:25 Faro ,7:55 h / 1 přestup,1608 Kč,PRG,12:30,LGW,13:40 Londýn ,easyJet,887 Kč,6       ,LGW,ne 12:30 Praha ,FAO,19:25 Faro ,easyJet,720 Kč,3       
čt 11.07.2019,PRG,15:05,FAO,22:10 Faro ,8:05 h / 1 přestup,1614 Kč,PRG,15:05,STN,15:55 Londýn ,easyJet,614 Kč,1       ,STN,čt 15:05 Praha ,FAO,22:10 Faro ,Ryanair,1000 Kč,2       
st 11.09.2019,PRG,10:50,FAO,19:50 Faro ,10:00 h / 1 přestup,1615 Kč,PRG,10:50,SEN,11:45 Londýn ,easyJet,463 Kč,5       ,SEN,st 10:50 Praha ,FAO,19:50 Faro ,Ryanair,1151 Kč,2       
po 21.10.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1636 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,735 Kč,1       ,LGW,po 12:25 Praha ,FAO,19:25 Faro ,easyJet,900 Kč,5       
st 14.08.2019,PRG,17:00,FAO,23:30 Faro ,7:30 h / 1 přestup,1645 Kč,PRG,17:00,MAN,18:15 Manchester ,easyJet,705 Kč,3       ,MAN,st 17:00 Praha ,FAO,23:30 Faro ,Ryanair,939 Kč,       
so 28.09.2019,PRG,15:10,FAO,22:10 Faro ,8:00 h / 1 přestup,1645 Kč,PRG,15:10,STN,16:05 Londýn ,easyJet,645 Kč,6       ,STN,so 15:10 Praha ,FAO,22:10 Faro ,Ryanair,1000 Kč,3       
čt 10.10.2019,PRG,12:25,FAO,19:25 Faro ,8:00 h / 1 přestup,1665 Kč,PRG,12:25,LGW,13:35 Londýn ,easyJet,523 Kč,8       ,LGW,čt 12:25 Praha ,FAO,19:25 Faro ,easyJet,1141 Kč,8       
st 27.03.2019,PRG,12:35,KEF,18:50 Reykjavik ,7:15 h / 1 přestup,749 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,274 Kč,3       ,PRG,st 12:35 Praha ,KEF,18:50 Reykjavik ,easyJet,475 Kč,5       
út 26.03.2019,PRG,12:35,KEF,18:40 Reykjavik ,7:05 h / 1 přestup,749 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,274 Kč,3       ,PRG,út 12:35 Praha ,KEF,18:40 Reykjavik ,easyJet,475 Kč,5       
so 30.03.2019,PRG,10:30,KEF,17:20 Reykjavik ,7:50 h / 1 přestup,754 Kč,Reykjavik (Keflavik) KEF,10:30,PRG,Reykjavik (Keflavik) KEF,easyJet,303 Kč,3       ,PRG,so 10:30 Praha ,KEF,17:20 Reykjavik ,easyJet,450 Kč,1       
čt 28.03.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,959 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,389 Kč,1       ,PRG,čt 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,570 Kč,5       
so 30.03.2019,PRG,12:30,KEF,18:50 Reykjavik ,7:20 h / 1 přestup,1034 Kč,Reykjavik (Keflavik) KEF,12:30,PRG,Reykjavik (Keflavik) KEF,easyJet,463 Kč,8       ,PRG,so 12:30 Praha ,KEF,18:50 Reykjavik ,easyJet,570 Kč,8       
po 25.03.2019,PRG,08:15,KEF,17:35 Reykjavik ,10:20 h / 1 přestup,1062 Kč,Reykjavik (Keflavik) KEF,08:15,PRG,Reykjavik (Keflavik) KEF,easyJet,705 Kč,5       ,PRG,po 08:15 Praha ,KEF,17:35 Reykjavik ,easyJet,357 Kč,8       
so 30.03.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,1127 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,676 Kč,2       ,PRG,so 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,450 Kč,1       
út 05.03.2019,PRG,12:35,KEF,18:40 Reykjavik ,7:05 h / 1 přestup,1146 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,433 Kč,2       ,PRG,út 12:35 Praha ,KEF,18:40 Reykjavik ,easyJet,713 Kč,6       
út 26.03.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,1247 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,676 Kč,       ,PRG,út 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,570 Kč,7       
po 11.02.2019,PRG,08:15,KEF,17:35 Reykjavik ,10:20 h / 1 přestup,1260 Kč,Reykjavik (Keflavik) KEF,08:15,PRG,Reykjavik (Keflavik) KEF,easyJet,342 Kč,8       ,PRG,po 08:15 Praha ,KEF,17:35 Reykjavik ,easyJet,917 Kč,3       
st 03.04.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,1569 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,389 Kč,       ,PRG,st 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1180 Kč,       
út 02.04.2019,PRG,06:00,KEF,14:00 Reykjavik ,10:00 h / 1 přestup,1569 Kč,Reykjavik (Keflavik) KEF,06:00,PRG,Reykjavik (Keflavik) KEF,Ryanair,389 Kč,2       ,PRG,út 06:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1180 Kč,       
út 12.03.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,1367 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,676 Kč,2       ,PRG,út 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,690 Kč,3       
út 05.03.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,1427 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,676 Kč,1       ,PRG,út 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,750 Kč,8       
út 21.05.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,1709 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,       ,PRG,út 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1180 Kč,5       
po 18.03.2019,PRG,08:15,KEF,17:35 Reykjavik ,10:20 h / 1 přestup,1472 Kč,Reykjavik (Keflavik) KEF,08:15,PRG,Reykjavik (Keflavik) KEF,easyJet,554 Kč,5       ,PRG,po 08:15 Praha ,KEF,17:35 Reykjavik ,easyJet,917 Kč,1       
út 09.04.2019,PRG,06:00,KEF,14:00 Reykjavik ,10:00 h / 1 přestup,1851 Kč,Reykjavik (Keflavik) KEF,06:00,PRG,Reykjavik (Keflavik) KEF,Ryanair,389 Kč,4       ,PRG,út 06:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1462 Kč,8       
st 24.04.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,1881 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,700 Kč,       ,PRG,st 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1180 Kč,7       
pá 05.04.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,1881 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,700 Kč,       ,PRG,pá 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1180 Kč,       
út 19.03.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,1656 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,815 Kč,       ,PRG,út 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,840 Kč,5       
čt 25.04.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,1948 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,485 Kč,5       ,PRG,čt 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1462 Kč,5       
út 02.04.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,1948 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,485 Kč,       ,PRG,út 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1462 Kč,       
čt 04.04.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,1948 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,485 Kč,       ,PRG,čt 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1462 Kč,       
út 12.03.2019,PRG,12:35,KEF,18:40 Reykjavik ,7:05 h / 1 přestup,1715 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,514 Kč,2       ,PRG,út 12:35 Praha ,KEF,18:40 Reykjavik ,easyJet,1201 Kč,4       
út 14.05.2019,PRG,06:00,KEF,14:00 Reykjavik ,10:00 h / 1 přestup,1991 Kč,Reykjavik (Keflavik) KEF,06:00,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,1       ,PRG,út 06:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1462 Kč,       
út 07.05.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,1995 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,815 Kč,3       ,PRG,út 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1180 Kč,2       
út 05.02.2019,PRG,12:35,KEF,18:40 Reykjavik ,7:05 h / 1 přestup,1758 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,857 Kč,3       ,PRG,út 12:35 Praha ,KEF,18:40 Reykjavik ,easyJet,900 Kč,4       
út 26.03.2019,PRG,11:05,KEF,18:55 Reykjavik ,8:50 h / 1 přestup,1805 Kč,Reykjavik (Keflavik) KEF,11:05,PRG,Reykjavik (Keflavik) KEF,easyJet,603 Kč,2       ,PRG,út 11:05 Praha ,KEF,18:55 Reykjavik ,easyJet,1201 Kč,8       
čt 07.02.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,1806 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,815 Kč,       ,PRG,čt 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,991 Kč,8       
čt 07.03.2019,PRG,12:35,KEF,23:40 Reykjavik ,12:05 h / 1 přestup,1634 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,454 Kč,6       ,PRG,čt 12:35 Praha ,KEF,23:40 Reykjavik ,WOW air,1180 Kč,       
st 03.04.2019,PRG,09:00,KEF,14:00 Reykjavik ,7:00 h / 1 přestup,2094 Kč,Reykjavik (Keflavik) KEF,09:00,PRG,Reykjavik (Keflavik) KEF,norwegian,914 Kč,       ,PRG,st 09:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1180 Kč,       
út 02.04.2019,PRG,09:00,KEF,14:00 Reykjavik ,7:00 h / 1 přestup,2094 Kč,Reykjavik (Keflavik) KEF,09:00,PRG,Reykjavik (Keflavik) KEF,norwegian,914 Kč,       ,PRG,út 09:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1180 Kč,       
st 24.04.2019,PRG,09:00,KEF,14:00 Reykjavik ,7:00 h / 1 přestup,2094 Kč,Reykjavik (Keflavik) KEF,09:00,PRG,Reykjavik (Keflavik) KEF,norwegian,914 Kč,       ,PRG,st 09:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1180 Kč,7       
st 10.04.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,2102 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,485 Kč,       ,PRG,st 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1616 Kč,4       
út 30.04.2019,PRG,06:00,KEF,14:00 Reykjavik ,10:00 h / 1 přestup,2102 Kč,Reykjavik (Keflavik) KEF,06:00,PRG,Reykjavik (Keflavik) KEF,Ryanair,485 Kč,1       ,PRG,út 06:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1616 Kč,       
st 03.04.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,2102 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,485 Kč,       ,PRG,st 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1616 Kč,       
čt 28.03.2019,PRG,12:35,KEF,18:40 Reykjavik ,7:05 h / 1 přestup,1878 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,826 Kč,2       ,PRG,čt 12:35 Praha ,KEF,18:40 Reykjavik ,easyJet,1051 Kč,8       
po 01.04.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,2139 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,676 Kč,       ,PRG,po 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1462 Kč,       
st 10.04.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,2145 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,1       ,PRG,st 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1616 Kč,       
čt 16.05.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,2145 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,2       ,PRG,čt 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1616 Kč,       
út 21.05.2019,PRG,06:00,KEF,14:00 Reykjavik ,10:00 h / 1 přestup,2145 Kč,Reykjavik (Keflavik) KEF,06:00,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,       ,PRG,út 06:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1616 Kč,       
út 14.05.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,2145 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,       ,PRG,út 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1616 Kč,       
út 07.05.2019,PRG,06:00,KEF,14:00 Reykjavik ,10:00 h / 1 přestup,2145 Kč,Reykjavik (Keflavik) KEF,06:00,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,       ,PRG,út 06:00 Praha ,KEF,14:00 Reykjavik ,WOW air,1616 Kč,       
st 15.05.2019,PRG,06:35,KEF,13:30 Reykjavik ,8:55 h / 1 přestup,2145 Kč,Reykjavik (Keflavik) KEF,06:35,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,       ,PRG,st 06:35 Praha ,KEF,13:30 Reykjavik ,WOW air,1616 Kč,       
st 15.05.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,2145 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,529 Kč,       ,PRG,st 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1616 Kč,       
út 26.03.2019,PRG,11:05,KEF,18:55 Reykjavik ,8:50 h / 1 přestup,1902 Kč,Reykjavik (Keflavik) KEF,11:05,PRG,Reykjavik (Keflavik) KEF,Ryanair,700 Kč,       ,PRG,út 11:05 Praha ,KEF,18:55 Reykjavik ,easyJet,1201 Kč,8       
pá 29.03.2019,PRG,12:35,KEF,18:50 Reykjavik ,7:15 h / 1 přestup,1906 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,614 Kč,5       ,PRG,pá 12:35 Praha ,KEF,18:50 Reykjavik ,easyJet,1291 Kč,8       
út 12.03.2019,PRG,11:05,KEF,18:55 Reykjavik ,8:50 h / 1 přestup,1908 Kč,Reykjavik (Keflavik) KEF,11:05,PRG,Reykjavik (Keflavik) KEF,easyJet,917 Kč,8       ,PRG,út 11:05 Praha ,KEF,18:55 Reykjavik ,easyJet,991 Kč,3       
so 06.04.2019,PRG,06:10,KEF,14:00 Reykjavik ,9:50 h / 1 přestup,2163 Kč,Reykjavik (Keflavik) KEF,06:10,PRG,Reykjavik (Keflavik) KEF,Ryanair,700 Kč,       ,PRG,so 06:10 Praha ,KEF,14:00 Reykjavik ,WOW air,1462 Kč,       
pá 17.05.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,2163 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,700 Kč,2       ,PRG,pá 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1462 Kč,       
čt 04.04.2019,PRG,06:45,KEF,14:00 Reykjavik ,9:15 h / 1 přestup,2163 Kč,Reykjavik (Keflavik) KEF,06:45,PRG,Reykjavik (Keflavik) KEF,Ryanair,700 Kč,       ,PRG,čt 06:45 Praha ,KEF,14:00 Reykjavik ,WOW air,1462 Kč,       
st 06.03.2019,PRG,12:35,KEF,18:50 Reykjavik ,7:15 h / 1 přestup,1934 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,402 Kč,6       ,PRG,st 12:35 Praha ,KEF,18:50 Reykjavik ,easyJet,1531 Kč,8       
čt 07.03.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,1957 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,485 Kč,2       ,PRG,čt 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,1471 Kč,1       
čt 28.03.2019,PRG,11:05,KEF,18:55 Reykjavik ,8:50 h / 1 přestup,1965 Kč,Reykjavik (Keflavik) KEF,11:05,PRG,Reykjavik (Keflavik) KEF,easyJet,493 Kč,7       ,PRG,čt 11:05 Praha ,KEF,18:55 Reykjavik ,easyJet,1471 Kč,5       
út 19.03.2019,PRG,12:35,KEF,18:40 Reykjavik ,7:05 h / 1 přestup,1966 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,614 Kč,6       ,PRG,út 12:35 Praha ,KEF,18:40 Reykjavik ,easyJet,1351 Kč,3       
út 12.03.2019,PRG,11:05,KEF,18:55 Reykjavik ,8:50 h / 1 přestup,1993 Kč,Reykjavik (Keflavik) KEF,11:05,PRG,Reykjavik (Keflavik) KEF,Ryanair,1002 Kč,       ,PRG,út 11:05 Praha ,KEF,18:55 Reykjavik ,easyJet,991 Kč,3       
čt 07.02.2019,PRG,12:35,KEF,18:40 Reykjavik ,7:05 h / 1 přestup,2088 Kč,Reykjavik (Keflavik) KEF,12:35,PRG,Reykjavik (Keflavik) KEF,easyJet,857 Kč,4       ,PRG,čt 12:35 Praha ,KEF,18:40 Reykjavik ,easyJet,1231 Kč,2       
út 26.02.2019,PRG,07:20,KEF,17:20 Reykjavik ,11:00 h / 1 přestup,2127 Kč,Reykjavik (Keflavik) KEF,07:20,PRG,Reykjavik (Keflavik) KEF,Ryanair,1166 Kč,1       ,PRG,út 07:20 Praha ,KEF,17:20 Reykjavik ,easyJet,960 Kč,5       
po 04.03.2019,PRG,09:45,KEF,19:00 Reykjavik ,10:15 h / 1 přestup,2153 Kč,Reykjavik (Keflavik) KEF,09:45,PRG,Reykjavik (Keflavik) KEF,easyJet,1402 Kč,3       ,PRG,po 09:45 Praha ,KEF,19:00 Reykjavik ,easyJet,750 Kč,1       
