uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|14.05.2019|PRG|16:15|FAO|22:25|7:10|657|PRG|16:15|FAO|17:20|Wizz Air|509||LTN|19:30|FAO|22:25|Ryanair|148||07.04.2019|Sunday|Tuesday
1|15.05.2019|PRG|06:35|FAO|20:55|15:20|1021|PRG|06:35|FAO|07:35|Ryanair|485||STN|18:00|FAO|20:55|Ryanair|535||07.04.2019|Sunday|Wednesday
2|21.05.2019|PRG|06:35|FAO|18:55|13:20|1021|PRG|06:35|FAO|07:35|Ryanair|485||STN|16:00|FAO|18:55|Ryanair|535|1|07.04.2019|Sunday|Tuesday
3|15.05.2019|PRG|11:40|FAO|20:55|10:15|1021|PRG|11:40|FAO|12:40|Ryanair|485||STN|18:00|FAO|20:55|Ryanair|535||07.04.2019|Sunday|Wednesday
4|14.05.2019|PRG|06:15|FAO|17:50|12:35|1075|PRG|06:15|FAO|07:50|Ryanair|485||CRL|15:55|FAO|17:50|Ryanair|589||07.04.2019|Sunday|Tuesday
5|19.06.2019|PRG|08:55|FAO|15:50|7:55|1127|PRG|08:55|FAO|10:30|Ryanair|485||CRL|13:55|FAO|15:50|Ryanair|641||07.04.2019|Sunday|Wednesday
6|18.06.2019|PRG|06:15|FAO|17:50|12:35|1127|PRG|06:15|FAO|07:50|Ryanair|485||CRL|15:55|FAO|17:50|Ryanair|641||07.04.2019|Sunday|Tuesday
7|17.06.2019|PRG|06:15|FAO|18:15|13:00|1127|PRG|06:15|FAO|07:50|Ryanair|485|2|CRL|16:20|FAO|18:15|Ryanair|641|4|07.04.2019|Sunday|Monday
8|12.06.2019|PRG|08:55|FAO|15:50|7:55|1127|PRG|08:55|FAO|10:30|Ryanair|485||CRL|13:55|FAO|15:50|Ryanair|641|2|07.04.2019|Sunday|Wednesday
9|13.06.2019|PRG|06:15|FAO|15:50|10:35|1127|PRG|06:15|FAO|07:50|Ryanair|485||CRL|13:55|FAO|15:50|Ryanair|641||07.04.2019|Sunday|Thursday
10|04.06.2019|PRG|06:15|FAO|17:50|12:35|1127|PRG|06:15|FAO|07:50|Ryanair|485||CRL|15:55|FAO|17:50|Ryanair|641||07.04.2019|Sunday|Tuesday
11|15.05.2019|PRG|08:55|FAO|15:50|7:55|1156|PRG|08:55|FAO|10:30|Ryanair|485||CRL|13:55|FAO|15:50|Ryanair|670||07.04.2019|Sunday|Wednesday
12|09.05.2019|PRG|06:15|FAO|15:50|10:35|1156|PRG|06:15|FAO|07:50|Ryanair|485||CRL|13:55|FAO|15:50|Ryanair|670|2|07.04.2019|Sunday|Thursday
13|21.05.2019|PRG|06:15|FAO|17:50|12:35|1156|PRG|06:15|FAO|07:50|Ryanair|485||CRL|15:55|FAO|17:50|Ryanair|670||07.04.2019|Sunday|Tuesday
14|04.06.2019|PRG|16:15|FAO|22:25|7:10|1164|PRG|16:15|FAO|17:20|Wizz Air|628|7|LTN|19:30|FAO|22:25|Ryanair|535||07.04.2019|Sunday|Tuesday
15|11.06.2019|PRG|16:15|FAO|22:25|7:10|1164|PRG|16:15|FAO|17:20|Wizz Air|628|5|LTN|19:30|FAO|22:25|Ryanair|535|4|07.04.2019|Sunday|Tuesday
16|18.06.2019|PRG|16:15|FAO|22:25|7:10|1164|PRG|16:15|FAO|17:20|Wizz Air|628|5|LTN|19:30|FAO|22:25|Ryanair|535|5|07.04.2019|Sunday|Tuesday
17|19.06.2019|PRG|07:50|FAO|13:05|6:15|1170|PRG|07:50|FAO|09:15|Ryanair|529||EIN|11:00|FAO|13:05|Ryanair|641|1|07.04.2019|Sunday|Wednesday
18|26.06.2019|PRG|07:50|FAO|13:05|6:15|1170|PRG|07:50|FAO|09:15|Ryanair|529||EIN|11:00|FAO|13:05|Ryanair|641||07.04.2019|Sunday|Wednesday
19|15.05.2019|PRG|10:50|FAO|19:50|10:00|728|PRG|10:50|FAO|11:45|easyJet|341|8|SEN|17:05|FAO|19:50|Ryanair|386||07.04.2019|Sunday|Wednesday
20|13.05.2019|PRG|06:35|FAO|18:00|12:25|1212|PRG|06:35|FAO|07:35|Ryanair|676||STN|15:05|FAO|18:00|Ryanair|535||07.04.2019|Sunday|Monday
21|19.06.2019|PRG|06:35|FAO|20:55|15:20|1213|PRG|06:35|FAO|07:35|Ryanair|529|5|STN|18:00|FAO|20:55|Ryanair|684|5|07.04.2019|Sunday|Wednesday
22|11.06.2019|PRG|06:35|FAO|18:55|13:20|1213|PRG|06:35|FAO|07:35|Ryanair|529||STN|16:00|FAO|18:55|Ryanair|684|5|07.04.2019|Sunday|Tuesday
23|04.06.2019|PRG|06:35|FAO|18:55|13:20|1213|PRG|06:35|FAO|07:35|Ryanair|529||STN|16:00|FAO|18:55|Ryanair|684||07.04.2019|Sunday|Tuesday
24|12.06.2019|PRG|06:35|FAO|20:55|15:20|1213|PRG|06:35|FAO|07:35|Ryanair|529||STN|18:00|FAO|20:55|Ryanair|684||07.04.2019|Sunday|Wednesday
25|07.05.2019|PRG|06:15|FAO|17:50|12:35|1266|PRG|06:15|FAO|07:50|Ryanair|676||CRL|15:55|FAO|17:50|Ryanair|589||07.04.2019|Sunday|Tuesday
26|16.05.2019|PRG|06:15|FAO|15:50|10:35|1281|PRG|06:15|FAO|07:50|Ryanair|485||CRL|13:55|FAO|15:50|Ryanair|795||07.04.2019|Sunday|Thursday
