uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|14.05.2019|PRG|16:15|FAO|22:25|7:10|657|PRG|16:15|FAO|17:20|Wizz Air|509||LTN|19:30|FAO|22:25|Ryanair|148||10.04.2019|Wednesday|Tuesday
1|15.05.2019|PRG|06:35|FAO|20:55|15:20|1021|PRG|06:35|FAO|07:35|Ryanair|486||STN|18:00|FAO|20:55|Ryanair|535||10.04.2019|Wednesday|Wednesday
2|15.05.2019|PRG|11:40|FAO|20:55|10:15|1021|PRG|11:40|FAO|12:40|Ryanair|486||STN|18:00|FAO|20:55|Ryanair|535||10.04.2019|Wednesday|Wednesday
3|14.05.2019|PRG|06:15|FAO|17:50|12:35|1074|PRG|06:15|FAO|07:50|Ryanair|486||CRL|15:55|FAO|17:50|Ryanair|588|5|10.04.2019|Wednesday|Tuesday
4|21.05.2019|PRG|06:15|FAO|17:50|12:35|1074|PRG|06:15|FAO|07:50|Ryanair|486||CRL|15:55|FAO|17:50|Ryanair|588||10.04.2019|Wednesday|Tuesday
5|04.06.2019|PRG|06:15|FAO|17:50|12:35|1125|PRG|06:15|FAO|07:50|Ryanair|486||CRL|15:55|FAO|17:50|Ryanair|639||10.04.2019|Wednesday|Tuesday
6|09.05.2019|PRG|06:15|FAO|15:50|10:35|1154|PRG|06:15|FAO|07:50|Ryanair|486||CRL|13:55|FAO|15:50|Ryanair|668|2|10.04.2019|Wednesday|Thursday
7|16.05.2019|PRG|06:15|FAO|15:50|10:35|1154|PRG|06:15|FAO|07:50|Ryanair|486||CRL|13:55|FAO|15:50|Ryanair|668||10.04.2019|Wednesday|Thursday
8|04.06.2019|PRG|16:15|FAO|22:25|7:10|1164|PRG|16:15|FAO|17:20|Wizz Air|629|4|LTN|19:30|FAO|22:25|Ryanair|535||10.04.2019|Wednesday|Tuesday
9|18.06.2019|PRG|16:15|FAO|22:25|7:10|1164|PRG|16:15|FAO|17:20|Wizz Air|629|5|LTN|19:30|FAO|22:25|Ryanair|535||10.04.2019|Wednesday|Tuesday
10|19.06.2019|PRG|07:50|FAO|13:05|6:15|1168|PRG|07:50|FAO|09:15|Ryanair|529||EIN|11:00|FAO|13:05|Ryanair|639|1|10.04.2019|Wednesday|Wednesday
11|26.06.2019|PRG|07:50|FAO|13:05|6:15|1168|PRG|07:50|FAO|09:15|Ryanair|529||EIN|11:00|FAO|13:05|Ryanair|639||10.04.2019|Wednesday|Wednesday
12|15.05.2019|PRG|10:50|FAO|19:50|10:00|728|PRG|10:50|FAO|11:45|easyJet|342|8|SEN|17:05|FAO|19:50|Ryanair|386||10.04.2019|Wednesday|Wednesday
13|29.05.2019|PRG|06:35|FAO|17:55|12:20|1211|PRG|06:35|FAO|07:35|Ryanair|676||STN|15:00|FAO|17:55|Ryanair|535|3|10.04.2019|Wednesday|Wednesday
14|29.05.2019|PRG|06:35|FAO|20:55|15:20|1211|PRG|06:35|FAO|07:35|Ryanair|676||STN|18:00|FAO|20:55|Ryanair|535||10.04.2019|Wednesday|Wednesday
15|18.06.2019|PRG|06:35|FAO|18:55|13:20|1212|PRG|06:35|FAO|07:35|Ryanair|529||STN|16:00|FAO|18:55|Ryanair|683|5|10.04.2019|Wednesday|Tuesday
16|19.06.2019|PRG|06:35|FAO|20:55|15:20|1212|PRG|06:35|FAO|07:35|Ryanair|529|1|STN|18:00|FAO|20:55|Ryanair|683|1|10.04.2019|Wednesday|Wednesday
17|25.06.2019|PRG|06:35|FAO|18:55|13:20|1212|PRG|06:35|FAO|07:35|Ryanair|529||STN|16:00|FAO|18:55|Ryanair|683||10.04.2019|Wednesday|Tuesday
18|26.06.2019|PRG|06:35|FAO|20:55|15:20|1212|PRG|06:35|FAO|07:35|Ryanair|529|3|STN|18:00|FAO|20:55|Ryanair|683|2|10.04.2019|Wednesday|Wednesday
19|12.06.2019|PRG|08:55|FAO|15:50|7:55|1237|PRG|08:55|FAO|10:30|Ryanair|486||CRL|13:55|FAO|15:50|Ryanair|751||10.04.2019|Wednesday|Wednesday
20|18.06.2019|PRG|06:15|FAO|17:50|12:35|1237|PRG|06:15|FAO|07:50|Ryanair|486||CRL|15:55|FAO|17:50|Ryanair|751||10.04.2019|Wednesday|Tuesday
21|07.05.2019|PRG|06:15|FAO|17:50|12:35|1264|PRG|06:15|FAO|07:50|Ryanair|676|5|CRL|15:55|FAO|17:50|Ryanair|588||10.04.2019|Wednesday|Tuesday
22|21.05.2019|PRG|06:35|FAO|18:55|13:20|1286|PRG|06:35|FAO|07:35|Ryanair|486||STN|16:00|FAO|18:55|Ryanair|800||10.04.2019|Wednesday|Tuesday
23|15.05.2019|PRG|06:35|FAO|17:55|12:20|1286|PRG|06:35|FAO|07:35|Ryanair|486||STN|15:00|FAO|17:55|Ryanair|800|1|10.04.2019|Wednesday|Wednesday
24|14.05.2019|PRG|06:35|FAO|18:55|13:20|1286|PRG|06:35|FAO|07:35|Ryanair|486|2|STN|16:00|FAO|18:55|Ryanair|800||10.04.2019|Wednesday|Tuesday
25|15.05.2019|PRG|11:40|FAO|17:55|7:15|1286|PRG|11:40|FAO|12:40|Ryanair|486||STN|15:00|FAO|17:55|Ryanair|800|1|10.04.2019|Wednesday|Wednesday
26|26.06.2019|PRG|10:50|FAO|19:50|10:00|849|PRG|10:50|FAO|11:45|easyJet|463|6|SEN|17:05|FAO|19:50|Ryanair|386|1|10.04.2019|Wednesday|Wednesday
27|05.06.2019|PRG|10:50|FAO|19:50|10:00|849|PRG|10:50|FAO|11:45|easyJet|463|8|SEN|17:05|FAO|19:50|Ryanair|386||10.04.2019|Wednesday|Wednesday
28|18.05.2019|PRG|16:15|FAO|22:25|7:10|1309|PRG|16:15|FAO|17:20|Wizz Air|509||LTN|19:30|FAO|22:25|Ryanair|800|1|10.04.2019|Wednesday|Saturday
29|11.05.2019|PRG|16:15|FAO|22:25|7:10|1309|PRG|16:15|FAO|17:20|Wizz Air|509||LTN|19:30|FAO|22:25|Ryanair|800||10.04.2019|Wednesday|Saturday
30|10.05.2019|PRG|06:15|FAO|15:50|10:35|1329|PRG|06:15|FAO|07:50|Ryanair|486||CRL|13:55|FAO|15:50|Ryanair|843||10.04.2019|Wednesday|Friday
31|17.05.2019|PRG|06:15|FAO|15:50|10:35|1329|PRG|06:15|FAO|07:50|Ryanair|486||CRL|13:55|FAO|15:50|Ryanair|843||10.04.2019|Wednesday|Friday
32|15.05.2019|PRG|07:50|FAO|13:05|6:15|1342|PRG|07:50|FAO|09:15|Ryanair|486||EIN|11:00|FAO|13:05|Ryanair|856|2|10.04.2019|Wednesday|Wednesday
