uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|19.03.2019|PRG|11:35|FAO|21:35|11:00|726|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|387||12.02.2019|Tuesday|Tuesday
1|26.03.2019|PRG|11:35|FAO|21:35|11:00|726|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|387||12.02.2019|Tuesday|Tuesday
2|12.03.2019|PRG|11:35|FAO|21:35|11:00|726|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|387||12.02.2019|Tuesday|Tuesday
3|03.04.2019|PRG|11:40|FAO|17:55|7:15|880|PRG|11:40|FAO|12:40|Ryanair|439||STN|15:00|FAO|17:55|Ryanair|441||12.02.2019|Tuesday|Wednesday
4|02.04.2019|PRG|06:35|FAO|18:55|13:20|880|PRG|06:35|FAO|07:35|Ryanair|439||STN|16:00|FAO|18:55|Ryanair|441||12.02.2019|Tuesday|Tuesday
5|03.04.2019|PRG|11:40|FAO|20:55|10:15|880|PRG|11:40|FAO|12:40|Ryanair|439||STN|18:00|FAO|20:55|Ryanair|441||12.02.2019|Tuesday|Wednesday
6|03.04.2019|PRG|06:35|FAO|17:55|12:20|880|PRG|06:35|FAO|07:35|Ryanair|439||STN|15:00|FAO|17:55|Ryanair|441||12.02.2019|Tuesday|Wednesday
7|03.04.2019|PRG|06:35|FAO|20:55|15:20|880|PRG|06:35|FAO|07:35|Ryanair|439||STN|18:00|FAO|20:55|Ryanair|441||12.02.2019|Tuesday|Wednesday
8|02.04.2019|PRG|16:15|FAO|22:25|7:10|950|PRG|16:15|FAO|17:20|Wizz Air|508||LTN|19:30|FAO|22:25|Ryanair|441||12.02.2019|Tuesday|Tuesday
9|03.04.2019|PRG|07:50|FAO|13:05|6:15|956|PRG|07:50|FAO|09:15|Ryanair|439||EIN|11:00|FAO|13:05|Ryanair|517|4|12.02.2019|Tuesday|Wednesday
10|15.05.2019|PRG|07:50|FAO|13:05|6:15|956|PRG|07:50|FAO|09:15|Ryanair|439||EIN|11:00|FAO|13:05|Ryanair|517|1|12.02.2019|Tuesday|Wednesday
11|21.05.2019|PRG|06:15|FAO|17:10|11:55|1007|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|568||12.02.2019|Tuesday|Tuesday
12|15.05.2019|PRG|08:55|FAO|15:50|7:55|1007|PRG|08:55|FAO|10:30|Ryanair|439|4|CRL|13:55|FAO|15:50|Ryanair|568||12.02.2019|Tuesday|Wednesday
13|07.05.2019|PRG|06:15|FAO|17:10|11:55|1007|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|568|2|12.02.2019|Tuesday|Tuesday
14|14.05.2019|PRG|06:15|FAO|17:10|11:55|1007|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|568||12.02.2019|Tuesday|Tuesday
15|26.02.2019|PRG|11:35|FAO|21:35|11:00|1106|PRG|11:35|FAO|13:00|Ryanair|389||EIN|19:30|FAO|21:35|Ryanair|717||12.02.2019|Tuesday|Tuesday
16|09.05.2019|PRG|06:15|FAO|15:50|10:35|1114|PRG|06:15|FAO|07:50|Ryanair|439||CRL|13:55|FAO|15:50|Ryanair|675|4|12.02.2019|Tuesday|Thursday
17|02.04.2019|PRG|06:15|FAO|17:10|11:55|1114|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|675|2|12.02.2019|Tuesday|Tuesday
18|16.05.2019|PRG|06:15|FAO|15:50|10:35|1114|PRG|06:15|FAO|07:50|Ryanair|439||CRL|13:55|FAO|15:50|Ryanair|675||12.02.2019|Tuesday|Thursday
19|29.05.2019|PRG|06:35|FAO|20:55|15:20|1117|PRG|06:35|FAO|07:35|Ryanair|529||STN|18:00|FAO|20:55|Ryanair|588||12.02.2019|Tuesday|Wednesday
20|01.04.2019|PRG|14:15|FAO|20:10|6:55|1117|PRG|14:15|FAO|15:25|Ryanair|529|2|LPL|17:15|FAO|20:10|Ryanair|588||12.02.2019|Tuesday|Monday
21|26.03.2019|PRG|07:20|FAO|22:05|15:45|1118|PRG|07:20|FAO|08:30|Ryanair|676||STN|19:10|FAO|22:05|Ryanair|441|2|12.02.2019|Tuesday|Tuesday
22|13.03.2019|PRG|07:20|FAO|22:05|15:45|1118|PRG|07:20|FAO|08:30|Ryanair|676|1|STN|19:10|FAO|22:05|Ryanair|441||12.02.2019|Tuesday|Wednesday
23|12.03.2019|PRG|07:20|FAO|22:05|15:45|1118|PRG|07:20|FAO|08:30|Ryanair|676||STN|19:10|FAO|22:05|Ryanair|441||12.02.2019|Tuesday|Tuesday
24|30.04.2019|PRG|06:35|FAO|18:55|13:20|1118|PRG|06:35|FAO|07:35|Ryanair|676||STN|16:00|FAO|18:55|Ryanair|441||12.02.2019|Tuesday|Tuesday
