date_of_departure,departure_airport,time_of_departure,arrival_airport,time_of_arrival,flight_duration,flight_fare,departure_airport_flight_1,time_of_departure_flight_1,arrival_airport_flight_1,time_of_arrival_flight_1,airlines_flight_1,flight_fare_flight_1,seats_for_lower_price_flight_1,departure_airport_flight_2,time_of_departure_flight_2,arrival_airport_flight_2,time_of_arrival_flight_2,airlines_flight_2,flight_fare_flight_2,seats_for_lower_price_flight_2
út 10.09.2019,PRG,12:30,TOS,19:10 Tromso ,6:40 h / 1 přestup,3602 Kč,PRG,12:30,TOS,14:30 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,út 17:15 Oslo ,TOS,19:10 Tromso ,norwegian,2190 Kč,       
út 20.08.2019,PRG,10:55,TOS,19:10 Tromso ,8:15 h / 1 přestup,3602 Kč,PRG,10:55,TOS,12:55 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,út 17:15 Oslo ,TOS,19:10 Tromso ,norwegian,2190 Kč,       
st 28.08.2019,PRG,10:55,TOS,23:55 Tromso ,13:00 h / 1 přestup,3602 Kč,PRG,10:55,TOS,12:55 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 22:00 Oslo ,TOS,23:55 Tromso ,norwegian,2190 Kč,       
út 29.10.2019,PRG,12:00,TOS,21:30 Tromso ,9:30 h / 1 přestup,3602 Kč,PRG,12:00,TOS,14:00 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,út 19:30 Oslo ,TOS,21:30 Tromso ,norwegian,2190 Kč,       
st 21.08.2019,PRG,10:55,TOS,17:00 Tromso ,6:05 h / 1 přestup,3602 Kč,PRG,10:55,TOS,12:55 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 15:05 Oslo ,TOS,17:00 Tromso ,norwegian,2190 Kč,       
st 11.09.2019,PRG,12:30,TOS,23:55 Tromso ,11:25 h / 1 přestup,3602 Kč,PRG,12:30,TOS,14:30 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 22:00 Oslo ,TOS,23:55 Tromso ,norwegian,2190 Kč,       
st 21.08.2019,PRG,10:55,TOS,23:55 Tromso ,13:00 h / 1 přestup,3602 Kč,PRG,10:55,TOS,12:55 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 22:00 Oslo ,TOS,23:55 Tromso ,norwegian,2190 Kč,       
út 29.10.2019,PRG,12:00,TOS,17:05 Tromso ,5:05 h / 1 přestup,3602 Kč,PRG,12:00,TOS,14:00 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,út 15:05 Oslo ,TOS,17:05 Tromso ,norwegian,2190 Kč,       
út 27.08.2019,PRG,12:30,TOS,19:10 Tromso ,6:40 h / 1 přestup,3602 Kč,PRG,12:30,TOS,14:30 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,út 17:15 Oslo ,TOS,19:10 Tromso ,norwegian,2190 Kč,       
st 30.10.2019,PRG,12:00,TOS,21:30 Tromso ,9:30 h / 1 přestup,3602 Kč,PRG,12:00,TOS,14:00 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 19:30 Oslo ,TOS,21:30 Tromso ,norwegian,2190 Kč,       
st 30.10.2019,PRG,12:00,TOS,17:05 Tromso ,5:05 h / 1 přestup,3602 Kč,PRG,12:00,TOS,14:00 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 15:05 Oslo ,TOS,17:05 Tromso ,norwegian,2190 Kč,       
st 28.08.2019,PRG,10:55,TOS,17:00 Tromso ,6:05 h / 1 přestup,3602 Kč,PRG,10:55,TOS,12:55 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 15:05 Oslo ,TOS,17:00 Tromso ,norwegian,2190 Kč,       
po 26.08.2019,PRG,10:55,TOS,17:00 Tromso ,6:05 h / 1 přestup,3602 Kč,PRG,10:55,TOS,12:55 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,po 15:05 Oslo ,TOS,17:00 Tromso ,norwegian,2190 Kč,       
st 23.10.2019,PRG,12:30,TOS,23:55 Tromso ,11:25 h / 1 přestup,3602 Kč,PRG,12:30,TOS,14:30 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 22:00 Oslo ,TOS,23:55 Tromso ,norwegian,2190 Kč,       
st 25.09.2019,PRG,12:30,TOS,23:55 Tromso ,11:25 h / 1 přestup,3602 Kč,PRG,12:30,TOS,14:30 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 22:00 Oslo ,TOS,23:55 Tromso ,norwegian,2190 Kč,       
st 09.10.2019,PRG,12:30,TOS,23:55 Tromso ,11:25 h / 1 přestup,3602 Kč,PRG,12:30,TOS,14:30 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,st 22:00 Oslo ,TOS,23:55 Tromso ,norwegian,2190 Kč,       
út 15.10.2019,PRG,12:30,TOS,19:10 Tromso ,6:40 h / 1 přestup,3602 Kč,PRG,12:30,TOS,14:30 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,út 17:15 Oslo ,TOS,19:10 Tromso ,norwegian,2190 Kč,       
út 17.09.2019,PRG,12:30,TOS,19:10 Tromso ,6:40 h / 1 přestup,3602 Kč,PRG,12:30,TOS,14:30 Oslo ,norwegian,1411 Kč,       ,Oslo (Gardermoen) OSL,út 17:15 Oslo ,TOS,19:10 Tromso ,norwegian,2190 Kč,       
st 03.04.2019,PRG,06:35,NCE,21:20 Nice ,14:45 h / 1 přestup,769 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,389 Kč,       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,380 Kč,       
st 03.04.2019,PRG,11:40,NCE,21:20 Nice ,9:40 h / 1 přestup,769 Kč,PRG,11:40,NCE,12:40 Londýn ,Ryanair,389 Kč,       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,380 Kč,       
út 02.04.2019,PRG,06:35,NCE,17:00 Nice ,10:25 h / 1 přestup,769 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,389 Kč,       ,Londýn (Stansted) STN,út 14:00 Londýn ,NCE,17:00 Nice ,Ryanair,380 Kč,       
st 10.04.2019,PRG,06:35,NCE,21:20 Nice ,14:45 h / 1 přestup,769 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,389 Kč,       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,380 Kč,       
st 10.04.2019,PRG,11:40,NCE,21:20 Nice ,9:40 h / 1 přestup,769 Kč,PRG,11:40,NCE,12:40 Londýn ,Ryanair,389 Kč,4       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,380 Kč,       
čt 04.04.2019,PRG,06:35,NCE,21:00 Nice ,14:25 h / 1 přestup,769 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,389 Kč,       ,Londýn (Stansted) STN,čt 18:00 Londýn ,NCE,21:00 Nice ,Ryanair,380 Kč,       
út 09.04.2019,PRG,06:35,NCE,17:00 Nice ,10:25 h / 1 přestup,1057 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,676 Kč,       ,Londýn (Stansted) STN,út 14:00 Londýn ,NCE,17:00 Nice ,Ryanair,380 Kč,       
st 26.06.2019,PRG,06:35,NCE,21:20 Nice ,14:45 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,1       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,5       
st 29.05.2019,PRG,06:35,NCE,21:20 Nice ,14:45 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,       
ne 12.05.2019,PRG,06:35,NCE,22:10 Nice ,15:35 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,ne 19:10 Londýn ,NCE,22:10 Nice ,Ryanair,585 Kč,       
st 26.06.2019,PRG,11:40,NCE,21:20 Nice ,9:40 h / 1 přestup,1114 Kč,PRG,11:40,NCE,12:40 Londýn ,Ryanair,529 Kč,2       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,5       
út 14.05.2019,PRG,06:35,NCE,17:00 Nice ,10:25 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,út 14:00 Londýn ,NCE,17:00 Nice ,Ryanair,585 Kč,       
st 12.06.2019,PRG,11:40,NCE,21:20 Nice ,9:40 h / 1 přestup,1114 Kč,PRG,11:40,NCE,12:40 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,       
st 15.05.2019,PRG,11:40,NCE,21:20 Nice ,9:40 h / 1 přestup,1114 Kč,PRG,11:40,NCE,12:40 Londýn ,Ryanair,529 Kč,1       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,       
st 12.06.2019,PRG,06:35,NCE,21:20 Nice ,14:45 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,       
st 15.05.2019,PRG,06:35,NCE,21:20 Nice ,14:45 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,       
út 25.06.2019,PRG,06:35,NCE,17:00 Nice ,10:25 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,3       ,Londýn (Stansted) STN,út 14:00 Londýn ,NCE,17:00 Nice ,Ryanair,585 Kč,3       
út 04.06.2019,PRG,06:35,NCE,17:00 Nice ,10:25 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,3       ,Londýn (Stansted) STN,út 14:00 Londýn ,NCE,17:00 Nice ,Ryanair,585 Kč,       
čt 16.05.2019,PRG,06:35,NCE,21:00 Nice ,14:25 h / 1 přestup,1114 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,čt 18:00 Londýn ,NCE,21:00 Nice ,Ryanair,585 Kč,4       
po 08.04.2019,PRG,06:35,NCE,22:20 Nice ,15:45 h / 1 přestup,1115 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,676 Kč,       ,Londýn (Stansted) STN,po 19:20 Londýn ,NCE,22:20 Nice ,Ryanair,439 Kč,       
st 03.04.2019,PRG,15:05,NCE,21:20 Nice ,6:15 h / 1 přestup,722 Kč,PRG,15:05,NCE,15:55 Londýn ,easyJet,342 Kč,8       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,380 Kč,       
po 04.03.2019,PRG,08:15,NCE,20:25 Nice ,12:10 h / 1 přestup,727 Kč,PRG,08:15,NCE,09:35 Basilej-My ,easyJet,554 Kč,3       ,Basilej-Mylhúzy-Freiburg (CH) BSL,po 19:10 Basilej-My ,NCE,20:25 Nice ,easyJet,173 Kč,8       
so 30.03.2019,PRG,10:30,NCE,20:10 Nice ,9:40 h / 1 přestup,784 Kč,PRG,10:30,NCE,11:30 Londýn ,easyJet,281 Kč,8       ,Londýn (Stansted) STN,so 17:00 Londýn ,NCE,20:10 Nice ,easyJet,503 Kč,8       
st 27.03.2019,PRG,12:35,NCE,20:40 Nice ,8:05 h / 1 přestup,786 Kč,PRG,12:35,NCE,13:45 Londýn ,easyJet,342 Kč,8       ,Londýn (Gatwick) LGW,st 17:40 Londýn ,NCE,20:40 Nice ,easyJet,444 Kč,8       
po 01.04.2019,PRG,06:35,NCE,22:20 Nice ,15:45 h / 1 přestup,1254 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,815 Kč,       ,Londýn (Stansted) STN,po 19:20 Londýn ,NCE,22:20 Nice ,Ryanair,439 Kč,       
so 11.05.2019,PRG,16:20,NCE,21:00 Nice ,4:40 h / 1 přestup,1262 Kč,PRG,16:20,NCE,17:10 Londýn ,Ryanair,676 Kč,       ,Londýn (Stansted) STN,so 18:00 Londýn ,NCE,21:00 Nice ,Ryanair,585 Kč,       
so 11.05.2019,PRG,06:35,NCE,21:00 Nice ,14:25 h / 1 přestup,1262 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,676 Kč,4       ,Londýn (Stansted) STN,so 18:00 Londýn ,NCE,21:00 Nice ,Ryanair,585 Kč,       
čt 04.04.2019,PRG,15:05,NCE,21:00 Nice ,5:55 h / 1 přestup,813 Kč,PRG,15:05,NCE,15:55 Londýn ,easyJet,433 Kč,4       ,Londýn (Stansted) STN,čt 18:00 Londýn ,NCE,21:00 Nice ,Ryanair,380 Kč,       
so 25.05.2019,PRG,15:00,NCE,20:05 Nice ,5:05 h / 1 přestup,818 Kč,PRG,15:00,NCE,16:30 Basilej-My ,easyJet,463 Kč,8       ,Basilej-Mylhúzy-Freiburg (CH) BSL,so 18:50 Basilej-My ,NCE,20:05 Nice ,easyJet,354 Kč,8       
čt 04.04.2019,PRG,06:35,NCE,15:50 Nice ,9:15 h / 1 přestup,833 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,389 Kč,       ,Londýn (Stansted) STN,čt 12:45 Londýn ,NCE,15:50 Nice ,easyJet,444 Kč,3       
pá 15.03.2019,PRG,06:50,NCE,20:30 Nice ,13:40 h / 1 přestup,833 Kč,PRG,06:50,NCE,08:00 Londýn ,Ryanair,389 Kč,1       ,Londýn (Stansted) STN,pá 17:15 Londýn ,NCE,20:30 Nice ,easyJet,444 Kč,8       
út 26.03.2019,PRG,12:35,NCE,20:40 Nice ,8:05 h / 1 přestup,847 Kč,PRG,12:35,NCE,13:45 Londýn ,easyJet,402 Kč,8       ,Londýn (Gatwick) LGW,út 17:40 Londýn ,NCE,20:40 Nice ,easyJet,444 Kč,8       
so 16.03.2019,PRG,10:30,NCE,20:10 Nice ,9:40 h / 1 přestup,877 Kč,PRG,10:30,NCE,11:30 Londýn ,easyJet,433 Kč,1       ,Londýn (Stansted) STN,so 17:00 Londýn ,NCE,20:10 Nice ,easyJet,444 Kč,8       
po 18.03.2019,PRG,08:15,NCE,20:25 Nice ,12:10 h / 1 přestup,943 Kč,PRG,08:15,NCE,09:35 Basilej-My ,easyJet,554 Kč,5       ,Basilej-Mylhúzy-Freiburg (CH) BSL,po 19:10 Basilej-My ,NCE,20:25 Nice ,easyJet,389 Kč,8       
čt 28.02.2019,PRG,07:20,NCE,16:05 Nice ,8:45 h / 1 přestup,951 Kč,PRG,07:20,NCE,08:30 Londýn ,Ryanair,389 Kč,3       ,Londýn (Stansted) STN,čt 13:00 Londýn ,NCE,16:05 Nice ,easyJet,562 Kč,6       
út 02.04.2019,PRG,16:15,NCE,21:35 Nice ,5:20 h / 1 přestup,953 Kč,PRG,16:15,NCE,17:20 Londýn ,Wizz Air,509 Kč,       ,Londýn (Luton) LTN,út 18:30 Londýn ,NCE,21:35 Nice ,easyJet,444 Kč,8       
po 25.02.2019,PRG,08:15,NCE,20:25 Nice ,12:10 h / 1 přestup,965 Kč,PRG,08:15,NCE,09:35 Basilej-My ,easyJet,554 Kč,1       ,Basilej-Mylhúzy-Freiburg (CH) BSL,po 19:10 Basilej-My ,NCE,20:25 Nice ,easyJet,411 Kč,2       
so 11.05.2019,PRG,15:10,NCE,21:00 Nice ,5:50 h / 1 přestup,1049 Kč,PRG,15:10,NCE,16:05 Londýn ,easyJet,463 Kč,8       ,Londýn (Stansted) STN,so 18:00 Londýn ,NCE,21:00 Nice ,Ryanair,585 Kč,       
út 19.03.2019,PRG,12:35,NCE,20:40 Nice ,8:05 h / 1 přestup,1059 Kč,PRG,12:35,NCE,13:45 Londýn ,easyJet,614 Kč,3       ,Londýn (Gatwick) LGW,út 17:40 Londýn ,NCE,20:40 Nice ,easyJet,444 Kč,8       
st 06.03.2019,PRG,12:35,NCE,20:40 Nice ,8:05 h / 1 přestup,1084 Kč,PRG,12:35,NCE,13:45 Londýn ,easyJet,433 Kč,1       ,Londýn (Gatwick) LGW,st 17:40 Londýn ,NCE,20:40 Nice ,easyJet,651 Kč,8       
pá 15.03.2019,PRG,10:35,NCE,20:30 Nice ,9:55 h / 1 přestup,1089 Kč,PRG,10:35,NCE,11:35 Londýn ,easyJet,645 Kč,7       ,Londýn (Stansted) STN,pá 17:15 Londýn ,NCE,20:30 Nice ,easyJet,444 Kč,8       
st 15.05.2019,PRG,15:05,NCE,21:20 Nice ,6:15 h / 1 přestup,1109 Kč,PRG,15:05,NCE,15:55 Londýn ,easyJet,523 Kč,8       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,       
st 12.06.2019,PRG,15:05,NCE,21:20 Nice ,6:15 h / 1 přestup,1109 Kč,PRG,15:05,NCE,15:55 Londýn ,easyJet,523 Kč,8       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,       
so 11.05.2019,PRG,15:10,NCE,21:15 Nice ,6:05 h / 1 přestup,1114 Kč,PRG,15:10,NCE,16:05 Londýn ,easyJet,463 Kč,8       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,651 Kč,8       
čt 07.03.2019,PRG,12:35,NCE,20:40 Nice ,8:05 h / 1 přestup,1115 Kč,PRG,12:35,NCE,13:45 Londýn ,easyJet,493 Kč,4       ,Londýn (Gatwick) LGW,čt 17:40 Londýn ,NCE,20:40 Nice ,easyJet,621 Kč,8       
st 13.03.2019,PRG,07:20,NCE,20:55 Nice ,13:35 h / 1 přestup,1120 Kč,PRG,07:20,NCE,08:30 Londýn ,Ryanair,676 Kč,1       ,Londýn (Stansted) STN,st 17:40 Londýn ,NCE,20:55 Nice ,easyJet,444 Kč,8       
čt 14.03.2019,PRG,07:20,NCE,21:15 Nice ,13:55 h / 1 přestup,1120 Kč,PRG,07:20,NCE,08:30 Londýn ,Ryanair,676 Kč,4       ,Londýn (Stansted) STN,čt 18:00 Londýn ,NCE,21:15 Nice ,easyJet,444 Kč,8       
čt 14.03.2019,PRG,07:20,NCE,16:05 Nice ,8:45 h / 1 přestup,1120 Kč,PRG,07:20,NCE,08:30 Londýn ,Ryanair,676 Kč,4       ,Londýn (Stansted) STN,čt 13:00 Londýn ,NCE,16:05 Nice ,easyJet,444 Kč,8       
st 03.04.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1145 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,523 Kč,8       ,Londýn (Gatwick) LGW,st 18:20 Londýn ,NCE,21:25 Nice ,easyJet,621 Kč,8       
út 09.04.2019,PRG,16:15,NCE,21:35 Nice ,5:20 h / 1 přestup,1160 Kč,PRG,16:15,NCE,17:20 Londýn ,Wizz Air,509 Kč,6       ,Londýn (Luton) LTN,út 18:30 Londýn ,NCE,21:35 Nice ,easyJet,651 Kč,3       
so 30.03.2019,PRG,10:30,NCE,15:55 Nice ,5:25 h / 1 přestup,1165 Kč,PRG,10:30,NCE,11:30 Londýn ,easyJet,281 Kč,8       ,Londýn (Stansted) STN,so 12:40 Londýn ,NCE,15:55 Nice ,Ryanair,884 Kč,       
st 26.06.2019,PRG,15:05,NCE,21:20 Nice ,6:15 h / 1 přestup,1170 Kč,PRG,15:05,NCE,15:55 Londýn ,easyJet,584 Kč,7       ,Londýn (Stansted) STN,st 18:20 Londýn ,NCE,21:20 Nice ,Ryanair,585 Kč,5       
so 15.06.2019,PRG,15:00,NCE,20:05 Nice ,5:05 h / 1 přestup,1174 Kč,PRG,15:00,NCE,16:30 Basilej-My ,easyJet,614 Kč,1       ,Basilej-Mylhúzy-Freiburg (CH) BSL,so 18:50 Basilej-My ,NCE,20:05 Nice ,easyJet,559 Kč,7       
út 05.03.2019,PRG,12:35,NCE,20:40 Nice ,8:05 h / 1 přestup,1176 Kč,PRG,12:35,NCE,13:45 Londýn ,easyJet,554 Kč,6       ,Londýn (Gatwick) LGW,út 17:40 Londýn ,NCE,20:40 Nice ,easyJet,621 Kč,8       
út 02.04.2019,PRG,12:25,NCE,21:25 Nice ,9:00 h / 1 přestup,1177 Kč,PRG,12:25,NCE,13:35 Londýn ,easyJet,614 Kč,6       ,Londýn (Gatwick) LGW,út 18:20 Londýn ,NCE,21:25 Nice ,easyJet,562 Kč,8       
so 30.03.2019,PRG,07:20,NCE,20:10 Nice ,12:50 h / 1 přestup,1179 Kč,PRG,07:20,NCE,08:30 Londýn ,Ryanair,676 Kč,3       ,Londýn (Stansted) STN,so 17:00 Londýn ,NCE,20:10 Nice ,easyJet,503 Kč,8       
pá 14.06.2019,PRG,13:30,NCE,22:50 Nice ,9:20 h / 1 přestup,1189 Kč,PRG,13:30,NCE,15:55 Bordeaux ,Volotea,686 Kč,       ,BOD,pá 21:30 Bordeaux ,NCE,22:50 Nice ,easyJet,502 Kč,8       
čt 09.05.2019,PRG,15:05,NCE,21:00 Nice ,5:55 h / 1 přestup,1193 Kč,PRG,15:05,NCE,15:55 Londýn ,easyJet,523 Kč,2       ,Londýn (Stansted) STN,čt 18:00 Londýn ,NCE,21:00 Nice ,Ryanair,669 Kč,       
so 18.05.2019,PRG,15:10,NCE,21:15 Nice ,6:05 h / 1 přestup,1239 Kč,PRG,15:10,NCE,16:05 Londýn ,easyJet,736 Kč,3       ,Londýn (Stansted) STN,so 18:10 Londýn ,NCE,21:15 Nice ,easyJet,503 Kč,8       
so 23.03.2019,PRG,10:30,NCE,20:10 Nice ,9:40 h / 1 přestup,1241 Kč,PRG,10:30,NCE,11:30 Londýn ,easyJet,796 Kč,4       ,Londýn (Stansted) STN,so 17:00 Londýn ,NCE,20:10 Nice ,easyJet,444 Kč,8       
pá 17.05.2019,PRG,13:20,NCE,22:50 Nice ,9:30 h / 1 přestup,1242 Kč,PRG,13:20,NCE,15:45 Bordeaux ,Volotea,791 Kč,       ,BOD,pá 21:30 Bordeaux ,NCE,22:50 Nice ,easyJet,450 Kč,4       
pá 15.03.2019,PRG,12:20,NCE,17:10 Nice ,4:50 h / 1 přestup,1249 Kč,PRG,12:20,NCE,13:40 Basilej-My ,easyJet,1008 Kč,4       ,Basilej-Mylhúzy-Freiburg (CH) BSL,pá 15:55 Basilej-My ,NCE,17:10 Nice ,easyJet,241 Kč,7       
pá 29.03.2019,PRG,10:35,NCE,15:55 Nice ,5:20 h / 1 přestup,1256 Kč,PRG,10:35,NCE,11:35 Londýn ,easyJet,372 Kč,2       ,Londýn (Stansted) STN,pá 12:40 Londýn ,NCE,15:55 Nice ,Ryanair,884 Kč,       
čt 07.03.2019,PRG,07:20,NCE,16:05 Nice ,8:45 h / 1 přestup,1259 Kč,PRG,07:20,NCE,08:30 Londýn ,Ryanair,815 Kč,       ,Londýn (Stansted) STN,čt 13:00 Londýn ,NCE,16:05 Nice ,easyJet,444 Kč,8       
út 09.07.2019,PRG,06:35,NCE,17:00 Nice ,10:25 h / 1 přestup,1202 Kč,PRG,06:35,NCE,07:35 Londýn ,Ryanair,529 Kč,       ,Londýn (Stansted) STN,út 14:00 Londýn ,NCE,17:00 Nice ,Ryanair,673 Kč,       
so 07.09.2019,PRG,15:00,NCE,20:05 Nice ,5:05 h / 1 přestup,761 Kč,PRG,15:00,NCE,16:30 Basilej-My ,easyJet,463 Kč,8       ,Basilej-Mylhúzy-Freiburg (CH) BSL,so 18:50 Basilej-My ,NCE,20:05 Nice ,easyJet,298 Kč,8       
so 21.09.2019,PRG,15:00,NCE,20:05 Nice ,5:05 h / 1 přestup,761 Kč,PRG,15:00,NCE,16:30 Basilej-My ,easyJet,463 Kč,4       ,Basilej-Mylhúzy-Freiburg (CH) BSL,so 18:50 Basilej-My ,NCE,20:05 Nice ,easyJet,298 Kč,8       
pá 11.10.2019,PRG,09:05,NCE,14:05 Nice ,5:00 h / 1 přestup,798 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,463 Kč,3       ,NAP,pá 12:40 Neapol ,NCE,14:05 Nice ,easyJet,335 Kč,4       
st 16.10.2019,PRG,09:05,NCE,14:15 Nice ,5:10 h / 1 přestup,798 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,463 Kč,8       ,NAP,st 12:50 Neapol ,NCE,14:15 Nice ,easyJet,335 Kč,5       
st 31.07.2019,PRG,13:10,NCE,16:45 Nice ,3:35 h / 1 přestup,807 Kč,PRG,13:10,NCE,14:35 Benátky ,easyJet,523 Kč,8       ,Benátky (MarcoPolo) VCE,st 15:30 Benátky ,NCE,16:45 Nice ,easyJet,283 Kč,3       
st 25.09.2019,PRG,09:05,NCE,14:15 Nice ,5:10 h / 1 přestup,850 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,523 Kč,5       ,NAP,st 12:50 Neapol ,NCE,14:15 Nice ,easyJet,326 Kč,8       
st 07.08.2019,PRG,13:10,NCE,16:45 Nice ,3:35 h / 1 přestup,859 Kč,PRG,13:10,NCE,14:35 Benátky ,easyJet,523 Kč,7       ,Benátky (MarcoPolo) VCE,st 15:30 Benátky ,NCE,16:45 Nice ,easyJet,335 Kč,3       
st 02.10.2019,PRG,09:05,NCE,14:15 Nice ,5:10 h / 1 přestup,885 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,493 Kč,3       ,NAP,st 12:50 Neapol ,NCE,14:15 Nice ,easyJet,391 Kč,5       
st 09.10.2019,PRG,09:05,NCE,14:15 Nice ,5:10 h / 1 přestup,889 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,554 Kč,2       ,NAP,st 12:50 Neapol ,NCE,14:15 Nice ,easyJet,335 Kč,6       
st 24.07.2019,PRG,13:10,NCE,16:45 Nice ,3:35 h / 1 přestup,893 Kč,PRG,13:10,NCE,14:35 Benátky ,easyJet,584 Kč,8       ,Benátky (MarcoPolo) VCE,st 15:30 Benátky ,NCE,16:45 Nice ,easyJet,309 Kč,8       
so 12.10.2019,PRG,15:00,NCE,20:05 Nice ,5:05 h / 1 přestup,913 Kč,PRG,15:00,NCE,16:30 Basilej-My ,easyJet,614 Kč,1       ,Basilej-Mylhúzy-Freiburg (CH) BSL,so 18:50 Basilej-My ,NCE,20:05 Nice ,easyJet,298 Kč,3       
st 10.07.2019,PRG,13:10,NCE,16:45 Nice ,3:35 h / 1 přestup,923 Kč,PRG,13:10,NCE,14:35 Benátky ,easyJet,523 Kč,4       ,Benátky (MarcoPolo) VCE,st 15:30 Benátky ,NCE,16:45 Nice ,easyJet,399 Kč,5       
ne 20.10.2019,PRG,09:05,NCE,14:35 Nice ,5:30 h / 1 přestup,928 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,554 Kč,5       ,NAP,ne 13:10 Neapol ,NCE,14:35 Nice ,easyJet,373 Kč,4       
st 18.09.2019,PRG,09:05,NCE,14:15 Nice ,5:10 h / 1 přestup,941 Kč,PRG,09:05,NCE,11:05 Neapol ,easyJet,614 Kč,3       ,NAP,st 12:50 Neapol ,NCE,14:15 Nice ,easyJet,326 Kč,8       
