uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|15.05.2019|PRG|11:40|FAO|17:55|7:15|840|PRG|11:40|FAO|12:40|Ryanair|388|3|STN|15:00|FAO|17:55|Ryanair|451||29.03.2019|Friday|Wednesday
1|15.05.2019|PRG|11:40|FAO|20:55|10:15|840|PRG|11:40|FAO|12:40|Ryanair|388|3|STN|18:00|FAO|20:55|Ryanair|451||29.03.2019|Friday|Wednesday
2|15.05.2019|PRG|06:35|FAO|17:55|12:20|840|PRG|06:35|FAO|07:35|Ryanair|388||STN|15:00|FAO|17:55|Ryanair|451||29.03.2019|Friday|Wednesday
3|15.05.2019|PRG|06:35|FAO|20:55|15:20|840|PRG|06:35|FAO|07:35|Ryanair|388||STN|18:00|FAO|20:55|Ryanair|451||29.03.2019|Friday|Wednesday
4|14.05.2019|PRG|06:35|FAO|18:55|13:20|840|PRG|06:35|FAO|07:35|Ryanair|388||STN|16:00|FAO|18:55|Ryanair|451||29.03.2019|Friday|Tuesday
5|11.05.2019|PRG|06:35|FAO|22:10|16:35|840|PRG|06:35|FAO|07:35|Ryanair|388|2|STN|19:15|FAO|22:10|Ryanair|451|3|29.03.2019|Friday|Saturday
6|14.05.2019|PRG|06:15|FAO|17:50|12:35|905|PRG|06:15|FAO|07:50|Ryanair|388||CRL|15:55|FAO|17:50|Ryanair|516||29.03.2019|Friday|Tuesday
7|15.05.2019|PRG|08:55|FAO|15:50|7:55|905|PRG|08:55|FAO|10:30|Ryanair|388||CRL|13:55|FAO|15:50|Ryanair|516||29.03.2019|Friday|Wednesday
8|18.05.2019|PRG|16:15|FAO|22:25|7:10|960|PRG|16:15|FAO|17:20|Wizz Air|508||LTN|19:30|FAO|22:25|Ryanair|451|5|29.03.2019|Friday|Saturday
9|14.05.2019|PRG|16:15|FAO|22:25|7:10|960|PRG|16:15|FAO|17:20|Wizz Air|508||LTN|19:30|FAO|22:25|Ryanair|451||29.03.2019|Friday|Tuesday
10|21.05.2019|PRG|16:15|FAO|22:25|7:10|960|PRG|16:15|FAO|17:20|Wizz Air|508|9|LTN|19:30|FAO|22:25|Ryanair|451|3|29.03.2019|Friday|Tuesday
11|29.05.2019|PRG|06:35|FAO|20:55|15:20|1027|PRG|06:35|FAO|07:35|Ryanair|485|3|STN|18:00|FAO|20:55|Ryanair|542|5|29.03.2019|Friday|Wednesday
12|09.05.2019|PRG|06:15|FAO|15:50|10:35|1062|PRG|06:15|FAO|07:50|Ryanair|388||CRL|13:55|FAO|15:50|Ryanair|673|2|29.03.2019|Friday|Thursday
13|11.05.2019|PRG|16:15|FAO|22:25|7:10|1080|PRG|16:15|FAO|17:20|Wizz Air|629|4|LTN|19:30|FAO|22:25|Ryanair|451||29.03.2019|Friday|Saturday
14|15.05.2019|PRG|10:50|FAO|19:50|10:00|642|PRG|10:50|FAO|11:45|easyJet|342|8|SEN|17:05|FAO|19:50|Ryanair|300||29.03.2019|Friday|Wednesday
15|11.05.2019|PRG|06:15|FAO|15:05|9:50|1104|PRG|06:15|FAO|07:50|Ryanair|388||CRL|13:10|FAO|15:05|Ryanair|716|5|29.03.2019|Friday|Saturday
16|25.06.2019|PRG|16:15|FAO|22:25|7:10|1111|PRG|16:15|FAO|17:20|Wizz Air|508|1|LTN|19:30|FAO|22:25|Ryanair|602||29.03.2019|Friday|Tuesday
17|12.05.2019|PRG|06:35|FAO|13:45|8:10|1170|PRG|06:35|FAO|07:35|Ryanair|718||STN|10:50|FAO|13:45|Ryanair|451|5|29.03.2019|Friday|Sunday
18|21.05.2019|PRG|06:35|FAO|18:55|13:20|1199|PRG|06:35|FAO|07:35|Ryanair|388||STN|16:00|FAO|18:55|Ryanair|810||29.03.2019|Friday|Tuesday
19|04.06.2019|PRG|06:35|FAO|18:55|13:20|1221|PRG|06:35|FAO|07:35|Ryanair|529|1|STN|16:00|FAO|18:55|Ryanair|692||29.03.2019|Friday|Tuesday
20|11.06.2019|PRG|06:35|FAO|18:55|13:20|1221|PRG|06:35|FAO|07:35|Ryanair|529||STN|16:00|FAO|18:55|Ryanair|692|1|29.03.2019|Friday|Tuesday
21|11.06.2019|PRG|16:15|FAO|22:25|7:10|1231|PRG|16:15|FAO|17:20|Wizz Air|629|2|LTN|19:30|FAO|22:25|Ryanair|602|3|29.03.2019|Friday|Tuesday
22|04.06.2019|PRG|16:15|FAO|22:25|7:10|1231|PRG|16:15|FAO|17:20|Wizz Air|629|2|LTN|19:30|FAO|22:25|Ryanair|602||29.03.2019|Friday|Tuesday
23|30.04.2019|PRG|06:15|FAO|17:50|12:35|1231|PRG|06:15|FAO|07:50|Ryanair|388|3|CRL|15:55|FAO|17:50|Ryanair|842||29.03.2019|Friday|Tuesday
24|30.04.2019|PRG|06:35|FAO|18:55|13:20|1236|PRG|06:35|FAO|07:35|Ryanair|845||STN|16:00|FAO|18:55|Ryanair|391||29.03.2019|Friday|Tuesday
25|18.05.2019|PRG|06:15|FAO|15:05|9:50|1239|PRG|06:15|FAO|07:50|Ryanair|388||CRL|13:10|FAO|15:05|Ryanair|850|3|29.03.2019|Friday|Saturday
26|26.06.2019|PRG|07:50|FAO|13:05|6:15|1244|PRG|07:50|FAO|09:15|Ryanair|599||EIN|11:00|FAO|13:05|Ryanair|645||29.03.2019|Friday|Wednesday
27|19.06.2019|PRG|07:50|FAO|13:05|6:15|1244|PRG|07:50|FAO|09:15|Ryanair|599||EIN|11:00|FAO|13:05|Ryanair|645|1|29.03.2019|Friday|Wednesday
28|13.05.2019|PRG|06:35|FAO|18:00|12:25|1266|PRG|06:35|FAO|07:35|Ryanair|815|4|STN|15:05|FAO|18:00|Ryanair|451||29.03.2019|Friday|Monday
29|22.05.2019|PRG|08:55|FAO|15:50|7:55|1308|PRG|08:55|FAO|10:30|Ryanair|339||CRL|13:55|FAO|15:50|Ryanair|969||29.03.2019|Friday|Wednesday
30|15.05.2019|PRG|15:05|FAO|20:55|6:50|854|PRG|15:05|FAO|15:55|easyJet|402|8|STN|18:00|FAO|20:55|Ryanair|451||29.03.2019|Friday|Wednesday
31|05.06.2019|PRG|10:50|FAO|19:50|10:00|854|PRG|10:50|FAO|11:45|easyJet|463|8|SEN|17:05|FAO|19:50|Ryanair|391||29.03.2019|Friday|Wednesday
32|13.05.2019|PRG|10:50|FAO|18:55|9:05|854|PRG|10:50|FAO|11:45|easyJet|554|2|SEN|16:10|FAO|18:55|Ryanair|300||29.03.2019|Friday|Monday
33|20.05.2019|PRG|10:50|FAO|18:55|9:05|854|PRG|10:50|FAO|11:45|easyJet|554|2|SEN|16:10|FAO|18:55|Ryanair|300||29.03.2019|Friday|Monday
34|20.05.2019|PRG|06:15|FAO|18:15|13:00|1331|PRG|06:15|FAO|07:50|Ryanair|815|4|CRL|16:20|FAO|18:15|Ryanair|516|1|29.03.2019|Friday|Monday
35|07.05.2019|PRG|06:15|FAO|17:50|12:35|1350|PRG|06:15|FAO|07:50|Ryanair|676||CRL|15:55|FAO|17:50|Ryanair|673|2|29.03.2019|Friday|Tuesday
36|07.06.2019|PRG|14:15|FAO|20:10|6:55|1351|PRG|14:15|FAO|15:25|Ryanair|599||LPL|17:15|FAO|20:10|Ryanair|752|1|29.03.2019|Friday|Friday
37|16.05.2019|PRG|06:15|FAO|15:50|10:35|1357|PRG|06:15|FAO|07:50|Ryanair|388||CRL|13:55|FAO|15:50|Ryanair|969||29.03.2019|Friday|Thursday
38|04.06.2019|PRG|06:15|FAO|17:50|12:35|1371|PRG|06:15|FAO|07:50|Ryanair|529||CRL|15:55|FAO|17:50|Ryanair|842||29.03.2019|Friday|Tuesday
39|18.06.2019|PRG|06:15|FAO|17:50|12:35|1371|PRG|06:15|FAO|07:50|Ryanair|529|3|CRL|15:55|FAO|17:50|Ryanair|842||29.03.2019|Friday|Tuesday
40|12.06.2019|PRG|08:55|FAO|15:50|7:55|1371|PRG|08:55|FAO|10:30|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|842|4|29.03.2019|Friday|Wednesday
41|19.06.2019|PRG|08:55|FAO|15:50|7:55|1371|PRG|08:55|FAO|10:30|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|842||29.03.2019|Friday|Wednesday
42|29.05.2019|PRG|11:40|FAO|20:55|10:15|1387|PRG|11:40|FAO|12:40|Ryanair|845||STN|18:00|FAO|20:55|Ryanair|542|5|29.03.2019|Friday|Wednesday
43|08.05.2019|PRG|07:50|FAO|13:05|6:15|1392|PRG|07:50|FAO|09:15|Ryanair|676|4|EIN|11:00|FAO|13:05|Ryanair|716|3|29.03.2019|Friday|Wednesday
44|19.06.2019|PRG|10:50|FAO|19:50|10:00|945|PRG|10:50|FAO|11:45|easyJet|554|5|SEN|17:05|FAO|19:50|Ryanair|391||29.03.2019|Friday|Wednesday
45|15.05.2019|PRG|07:50|FAO|13:05|6:15|1420|PRG|07:50|FAO|09:15|Ryanair|388||EIN|11:00|FAO|13:05|Ryanair|1032||29.03.2019|Friday|Wednesday
46|07.05.2019|PRG|06:35|FAO|18:55|13:20|1430|PRG|06:35|FAO|07:35|Ryanair|978||STN|16:00|FAO|18:55|Ryanair|451||29.03.2019|Friday|Tuesday
47|01.05.2019|PRG|06:35|FAO|20:55|15:20|1470|PRG|06:35|FAO|07:35|Ryanair|1018||STN|18:00|FAO|20:55|Ryanair|451|1|29.03.2019|Friday|Wednesday
48|01.05.2019|PRG|06:35|FAO|17:55|12:20|1470|PRG|06:35|FAO|07:35|Ryanair|1018||STN|15:00|FAO|17:55|Ryanair|451|3|29.03.2019|Friday|Wednesday
49|17.05.2019|PRG|06:15|FAO|15:50|10:35|1479|PRG|06:15|FAO|07:50|Ryanair|388||CRL|13:55|FAO|15:50|Ryanair|1090||29.03.2019|Friday|Friday
