uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|26.03.2019|PRG|11:35|FAO|21:35|11:00|672|PRG|11:35|FAO|13:00|Ryanair|339||EIN|19:30|FAO|21:35|Ryanair|333||02.02.2019|Saturday|Tuesday
1|12.03.2019|PRG|11:35|FAO|21:35|11:00|672|PRG|11:35|FAO|13:00|Ryanair|339||EIN|19:30|FAO|21:35|Ryanair|333||02.02.2019|Saturday|Tuesday
2|26.02.2019|PRG|11:35|FAO|21:35|11:00|722|PRG|11:35|FAO|13:00|Ryanair|388||EIN|19:30|FAO|21:35|Ryanair|333|4|02.02.2019|Saturday|Tuesday
3|03.04.2019|PRG|11:40|FAO|17:55|7:15|770|PRG|11:40|FAO|12:40|Ryanair|388||STN|15:00|FAO|17:55|Ryanair|381|1|02.02.2019|Saturday|Wednesday
4|03.04.2019|PRG|06:35|FAO|20:55|15:20|770|PRG|06:35|FAO|07:35|Ryanair|388||STN|18:00|FAO|20:55|Ryanair|381|4|02.02.2019|Saturday|Wednesday
5|03.04.2019|PRG|11:40|FAO|20:55|10:15|770|PRG|11:40|FAO|12:40|Ryanair|388||STN|18:00|FAO|20:55|Ryanair|381|4|02.02.2019|Saturday|Wednesday
6|02.04.2019|PRG|06:35|FAO|18:55|13:20|770|PRG|06:35|FAO|07:35|Ryanair|388||STN|16:00|FAO|18:55|Ryanair|381|5|02.02.2019|Saturday|Tuesday
7|03.04.2019|PRG|06:35|FAO|17:55|12:20|770|PRG|06:35|FAO|07:35|Ryanair|388||STN|15:00|FAO|17:55|Ryanair|381|1|02.02.2019|Saturday|Wednesday
8|03.04.2019|PRG|07:50|FAO|13:05|6:15|825|PRG|07:50|FAO|09:15|Ryanair|388||EIN|11:00|FAO|13:05|Ryanair|436||02.02.2019|Saturday|Wednesday
9|03.04.2019|PRG|08:55|FAO|15:50|7:55|902|PRG|08:55|FAO|10:30|Ryanair|388||CRL|13:55|FAO|15:50|Ryanair|513||02.02.2019|Saturday|Wednesday
10|02.04.2019|PRG|06:15|FAO|17:10|11:55|902|PRG|06:15|FAO|07:50|Ryanair|388||CRL|15:15|FAO|17:10|Ryanair|513|3|02.02.2019|Saturday|Tuesday
11|19.03.2019|PRG|11:35|FAO|21:35|11:00|1051|PRG|11:35|FAO|13:00|Ryanair|339||EIN|19:30|FAO|21:35|Ryanair|712|4|02.02.2019|Saturday|Tuesday
12|27.03.2019|PRG|07:20|FAO|22:05|15:45|1057|PRG|07:20|FAO|08:30|Ryanair|676||STN|19:10|FAO|22:05|Ryanair|381|5|02.02.2019|Saturday|Wednesday
