uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|26.03.2019|PRG|11:35|FAO|21:35|11:00|723|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|384||20.02.2019|Wednesday|Tuesday
1|19.03.2019|PRG|11:35|FAO|21:35|11:00|723|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|384|1|20.02.2019|Wednesday|Tuesday
2|03.04.2019|PRG|11:40|FAO|20:55|10:15|881|PRG|11:40|FAO|12:40|Ryanair|439||STN|18:00|FAO|20:55|Ryanair|442||20.02.2019|Wednesday|Wednesday
3|03.04.2019|PRG|11:40|FAO|17:55|7:15|881|PRG|11:40|FAO|12:40|Ryanair|439||STN|15:00|FAO|17:55|Ryanair|442||20.02.2019|Wednesday|Wednesday
4|03.04.2019|PRG|06:35|FAO|17:55|12:20|881|PRG|06:35|FAO|07:35|Ryanair|439||STN|15:00|FAO|17:55|Ryanair|442||20.02.2019|Wednesday|Wednesday
5|02.04.2019|PRG|06:35|FAO|18:55|13:20|881|PRG|06:35|FAO|07:35|Ryanair|439||STN|16:00|FAO|18:55|Ryanair|442||20.02.2019|Wednesday|Tuesday
6|03.04.2019|PRG|06:35|FAO|20:55|15:20|881|PRG|06:35|FAO|07:35|Ryanair|439||STN|18:00|FAO|20:55|Ryanair|442||20.02.2019|Wednesday|Wednesday
7|02.04.2019|PRG|16:15|FAO|22:25|7:10|951|PRG|16:15|FAO|17:20|Wizz Air|509||LTN|19:30|FAO|22:25|Ryanair|442||20.02.2019|Wednesday|Tuesday
8|30.04.2019|PRG|16:15|FAO|22:25|7:10|951|PRG|16:15|FAO|17:20|Wizz Air|509|2|LTN|19:30|FAO|22:25|Ryanair|442||20.02.2019|Wednesday|Tuesday
9|15.05.2019|PRG|07:50|FAO|13:05|6:15|951|PRG|07:50|FAO|09:15|Ryanair|439||EIN|11:00|FAO|13:05|Ryanair|512||20.02.2019|Wednesday|Wednesday
10|07.05.2019|PRG|06:15|FAO|17:10|11:55|1003|PRG|06:15|FAO|07:50|Ryanair|439|2|CRL|15:15|FAO|17:10|Ryanair|564||20.02.2019|Wednesday|Tuesday
11|22.05.2019|PRG|08:55|FAO|15:50|7:55|1003|PRG|08:55|FAO|10:30|Ryanair|439|5|CRL|13:55|FAO|15:50|Ryanair|564||20.02.2019|Wednesday|Wednesday
12|15.05.2019|PRG|08:55|FAO|15:50|7:55|1003|PRG|08:55|FAO|10:30|Ryanair|439||CRL|13:55|FAO|15:50|Ryanair|564||20.02.2019|Wednesday|Wednesday
13|09.05.2019|PRG|06:15|FAO|15:50|10:35|1003|PRG|06:15|FAO|07:50|Ryanair|439||CRL|13:55|FAO|15:50|Ryanair|564||20.02.2019|Wednesday|Thursday
14|16.05.2019|PRG|06:15|FAO|15:50|10:35|1003|PRG|06:15|FAO|07:50|Ryanair|439||CRL|13:55|FAO|15:50|Ryanair|564|3|20.02.2019|Wednesday|Thursday
15|14.05.2019|PRG|06:15|FAO|17:10|11:55|1003|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|564||20.02.2019|Wednesday|Tuesday
16|05.03.2019|PRG|11:35|FAO|21:35|11:00|1095|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|756|1|20.02.2019|Wednesday|Tuesday
17|04.05.2019|PRG|16:15|FAO|22:25|7:10|1099|PRG|16:15|FAO|17:20|Wizz Air|509|3|LTN|19:30|FAO|22:25|Ryanair|590||20.02.2019|Wednesday|Saturday
18|29.05.2019|PRG|06:35|FAO|20:55|15:20|1119|PRG|06:35|FAO|07:35|Ryanair|529|5|STN|18:00|FAO|20:55|Ryanair|590|3|20.02.2019|Wednesday|Wednesday
19|21.05.2019|PRG|06:15|FAO|17:10|11:55|1150|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|711||20.02.2019|Wednesday|Tuesday
20|30.04.2019|PRG|06:35|FAO|18:55|13:20|1161|PRG|06:35|FAO|07:35|Ryanair|718||STN|16:00|FAO|18:55|Ryanair|442||20.02.2019|Wednesday|Tuesday
21|04.06.2019|PRG|06:15|FAO|17:10|11:55|1170|PRG|06:15|FAO|07:50|Ryanair|529|1|CRL|15:15|FAO|17:10|Ryanair|641||20.02.2019|Wednesday|Tuesday
22|18.06.2019|PRG|06:15|FAO|17:10|11:55|1170|PRG|06:15|FAO|07:50|Ryanair|529||CRL|15:15|FAO|17:10|Ryanair|641||20.02.2019|Wednesday|Tuesday
23|11.05.2019|PRG|16:15|FAO|22:25|7:10|1219|PRG|16:15|FAO|17:20|Wizz Air|628|6|LTN|19:30|FAO|22:25|Ryanair|590||20.02.2019|Wednesday|Saturday
24|19.03.2019|PRG|11:35|FAO|18:15|7:40|980|PRG|11:35|FAO|13:00|Ryanair|338||EIN|16:15|FAO|18:15|Transavia|641||20.02.2019|Wednesday|Tuesday
25|08.05.2019|PRG|07:50|FAO|13:05|6:15|1239|PRG|07:50|FAO|09:15|Ryanair|439|3|EIN|11:00|FAO|13:05|Ryanair|800|4|20.02.2019|Wednesday|Wednesday
26|11.05.2019|PRG|06:15|FAO|15:05|9:50|1240|PRG|06:15|FAO|07:50|Ryanair|529||CRL|13:10|FAO|15:05|Ryanair|711||20.02.2019|Wednesday|Saturday
27|03.05.2019|PRG|06:15|FAO|15:50|10:35|1240|PRG|06:15|FAO|07:50|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|711|2|20.02.2019|Wednesday|Friday
28|03.04.2019|PRG|15:05|FAO|20:55|6:50|784|PRG|15:05|FAO|15:55|easyJet|342|7|STN|18:00|FAO|20:55|Ryanair|442||20.02.2019|Wednesday|Wednesday
29|15.05.2019|PRG|10:50|FAO|19:50|10:00|784|PRG|10:50|FAO|11:45|easyJet|342|8|SEN|17:05|FAO|19:50|Ryanair|442||20.02.2019|Wednesday|Wednesday
30|19.06.2019|PRG|08:55|FAO|15:50|7:55|1282|PRG|08:55|FAO|10:30|Ryanair|529||CRL|13:55|FAO|15:50|Ryanair|753||20.02.2019|Wednesday|Wednesday
31|25.06.2019|PRG|06:15|FAO|17:10|11:55|1282|PRG|06:15|FAO|07:50|Ryanair|529|5|CRL|15:15|FAO|17:10|Ryanair|753|1|20.02.2019|Wednesday|Tuesday
32|01.04.2019|PRG|06:35|FAO|18:00|12:25|1292|PRG|06:35|FAO|07:35|Ryanair|761|1|STN|15:05|FAO|18:00|Ryanair|531||20.02.2019|Wednesday|Monday
33|11.05.2019|PRG|16:20|FAO|22:10|6:50|1308|PRG|16:20|FAO|17:10|Ryanair|718|3|STN|19:15|FAO|22:10|Ryanair|590||20.02.2019|Wednesday|Saturday
34|11.05.2019|PRG|06:35|FAO|22:10|16:35|1308|PRG|06:35|FAO|07:35|Ryanair|718||STN|19:15|FAO|22:10|Ryanair|590||20.02.2019|Wednesday|Saturday
35|20.05.2019|PRG|10:50|FAO|18:55|9:05|873|PRG|10:50|FAO|11:45|easyJet|342|1|SEN|16:10|FAO|18:55|Ryanair|531||20.02.2019|Wednesday|Monday
36|02.04.2019|PRG|06:15|FAO|17:10|11:55|1333|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|894||20.02.2019|Wednesday|Tuesday
