uid|date_of_departure|departure_airport|time_of_departure|arrival_airport|time_of_arrival|flight_duration|flight_fare|departure_airport_flight_1|time_of_departure_flight_1|arrival_airport_flight_1|time_of_arrival_flight_1|airlines_flight_1|flight_fare_flight_1|seats_for_lower_price_flight_1|departure_airport_flight_2|time_of_departure_flight_2|arrival_airport_flight_2|time_of_arrival_flight_2|airlines_flight_2|flight_fare_flight_2|seats_for_lower_price_flight_2|date_of_download|day_of_download|day_of_departure
0|12.03.2019|PRG|11:35|FAO|21:35|11:00|725|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|386||14.02.2019|Thursday|Tuesday
1|19.03.2019|PRG|11:35|FAO|21:35|11:00|725|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|386|2|14.02.2019|Thursday|Tuesday
2|26.03.2019|PRG|11:35|FAO|21:35|11:00|725|PRG|11:35|FAO|13:00|Ryanair|338||EIN|19:30|FAO|21:35|Ryanair|386||14.02.2019|Thursday|Tuesday
3|03.04.2019|PRG|06:35|FAO|17:55|12:20|879|PRG|06:35|FAO|07:35|Ryanair|439||STN|15:00|FAO|17:55|Ryanair|440||14.02.2019|Thursday|Wednesday
4|03.04.2019|PRG|11:40|FAO|20:55|10:15|879|PRG|11:40|FAO|12:40|Ryanair|439||STN|18:00|FAO|20:55|Ryanair|440||14.02.2019|Thursday|Wednesday
5|02.04.2019|PRG|06:35|FAO|18:55|13:20|879|PRG|06:35|FAO|07:35|Ryanair|439||STN|16:00|FAO|18:55|Ryanair|440||14.02.2019|Thursday|Tuesday
6|03.04.2019|PRG|06:35|FAO|20:55|15:20|879|PRG|06:35|FAO|07:35|Ryanair|439||STN|18:00|FAO|20:55|Ryanair|440||14.02.2019|Thursday|Wednesday
7|03.04.2019|PRG|11:40|FAO|17:55|7:15|879|PRG|11:40|FAO|12:40|Ryanair|439||STN|15:00|FAO|17:55|Ryanair|440||14.02.2019|Thursday|Wednesday
8|02.04.2019|PRG|16:15|FAO|22:25|7:10|949|PRG|16:15|FAO|17:20|Wizz Air|509||LTN|19:30|FAO|22:25|Ryanair|440||14.02.2019|Thursday|Tuesday
9|14.05.2019|PRG|06:15|FAO|17:10|11:55|1005|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|566||14.02.2019|Thursday|Tuesday
10|15.05.2019|PRG|08:55|FAO|15:50|7:55|1005|PRG|08:55|FAO|10:30|Ryanair|439||CRL|13:55|FAO|15:50|Ryanair|566||14.02.2019|Thursday|Wednesday
11|21.05.2019|PRG|06:15|FAO|17:10|11:55|1005|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|566||14.02.2019|Thursday|Tuesday
12|16.05.2019|PRG|06:15|FAO|15:50|10:35|1111|PRG|06:15|FAO|07:50|Ryanair|439||CRL|13:55|FAO|15:50|Ryanair|672||14.02.2019|Thursday|Thursday
13|07.05.2019|PRG|06:15|FAO|17:10|11:55|1111|PRG|06:15|FAO|07:50|Ryanair|439||CRL|15:15|FAO|17:10|Ryanair|672|4|14.02.2019|Thursday|Tuesday
14|09.05.2019|PRG|06:15|FAO|15:50|10:35|1111|PRG|06:15|FAO|07:50|Ryanair|439||CRL|13:55|FAO|15:50|Ryanair|672|4|14.02.2019|Thursday|Thursday
